day;IdLabel;loc;prob;volm;rel;prof;discard;cohort;cond;experiment;rint
37;m96;4;0.2;10;1;1;0;1;VP1;3;0.857142857
37;m97;1;0;0;0;NA;0;1;VP4;3;0.857142857
37;m97;2;0;0;0;NA;0;1;VP4;3;0.857142857
37;m97;3;0.8;10;1;1;0;1;VP4;3;0.857142857
37;m97;4;0.8;4;1;0;0;1;VP4;3;0.857142857
37;m99;1;0;0;0;NA;0;1;PV4;3;0.857142857
37;m99;2;0;0;0;NA;0;1;PV4;3;0.857142857
37;m99;3;0.5;20;1;1;0;1;PV4;3;0.857142857
37;m99;4;0.2;20;1;0;0;1;PV4;3;0.857142857
38;m1;1;0.5;10;1;1;0;1;VP2;3;0.857142857
38;m1;2;0.5;4;1;0;0;1;VP2;3;0.857142857
38;m1;3;0;0;0;NA;0;1;VP2;3;0.857142857
38;m1;4;0;0;0;NA;0;1;VP2;3;0.857142857
38;m3;1;0.5;10;1;1;0;1;PV2;3;0.857142857
38;m3;2;0.2;10;1;0;0;1;PV2;3;0.857142857
38;m3;3;0;0;0;NA;0;1;PV2;3;0.857142857
38;m3;4;0;0;0;NA;0;1;PV2;3;0.857142857
38;m4;1;0.2;4;1;0;0;1;PV1;3;0.857142857
38;m4;2;0.5;4;1;1;0;1;PV1;3;0.857142857
38;m4;3;0;0;0;NA;0;1;PV1;3;0.857142857
38;m4;4;0;0;0;NA;0;1;PV1;3;0.857142857
38;m5;1;0.7;4;1;0;0;1;VP3;3;0.857142857
38;m5;2;0.7;10;1;1;0;1;VP3;3;0.857142857
38;m5;3;0;0;0;NA;0;1;VP3;3;0.857142857
38;m5;4;0;0;0;NA;0;1;VP3;3;0.857142857
38;m6;1;0;0;0;NA;0;1;PV3;3;0.857142857
38;m6;2;0;0;0;NA;0;1;PV3;3;0.857142857
38;m6;3;0.5;15;1;1;0;1;PV3;3;0.857142857
38;m6;4;0.2;15;1;0;0;1;PV3;3;0.857142857
38;m96;1;0;0;0;NA;0;1;VP1;3;0.857142857
38;m96;2;0;0;0;NA;0;1;VP1;3;0.857142857
38;m96;3;0.2;10;1;1;0;1;VP1;3;0.857142857
38;m96;4;0.2;4;1;0;0;1;VP1;3;0.857142857
38;m97;1;0;0;0;NA;0;1;VP4;3;0.857142857
38;m97;2;0;0;0;NA;0;1;VP4;3;0.857142857
38;m97;3;0.8;4;1;0;0;1;VP4;3;0.857142857
38;m97;4;0.8;10;1;1;0;1;VP4;3;0.857142857
38;m99;1;0;0;0;NA;0;1;PV4;3;0.857142857
38;m99;2;0;0;0;NA;0;1;PV4;3;0.857142857
38;m99;3;0.2;20;1;0;0;1;PV4;3;0.857142857
38;m99;4;0.5;20;1;1;0;1;PV4;3;0.857142857
39;m1;1;0.7;4;1;0;0;1;VP3;3;0.857142857
39;m1;2;0;0;0;NA;0;1;VP3;3;0.857142857
39;m1;3;0;0;0;NA;0;1;VP3;3;0.857142857
39;m1;4;0.7;10;1;1;0;1;VP3;3;0.857142857
39;m3;1;0.2;15;1;0;0;1;PV3;3;0.857142857
39;m3;2;0;0;0;NA;0;1;PV3;3;0.857142857
39;m3;3;0;0;0;NA;0;1;PV3;3;0.857142857
39;m3;4;0.5;15;1;1;0;1;PV3;3;0.857142857
39;m4;1;0.5;10;1;1;0;1;PV2;3;0.857142857
39;m4;2;0;0;0;NA;0;1;PV2;3;0.857142857
39;m4;3;0;0;0;NA;0;1;PV2;3;0.857142857
39;m4;4;0.2;10;1;0;0;1;PV2;3;0.857142857
39;m5;1;0.8;10;1;1;0;1;VP4;3;0.857142857
39;m5;2;0;0;0;NA;0;1;VP4;3;0.857142857
39;m5;3;0;0;0;NA;0;1;VP4;3;0.857142857
39;m5;4;0.8;4;1;0;0;1;VP4;3;0.857142857
39;m6;1;0;0;0;NA;0;1;PV4;3;0.857142857
39;m6;2;0.5;20;1;1;0;1;PV4;3;0.857142857
39;m6;3;0.2;20;1;0;0;1;PV4;3;0.857142857
39;m6;4;0;0;0;NA;0;1;PV4;3;0.857142857
39;m96;1;0;0;0;NA;0;1;VP2;3;0.857142857
39;m96;2;0.5;10;1;1;0;1;VP2;3;0.857142857
39;m96;3;0.5;4;1;0;0;1;VP2;3;0.857142857
39;m96;4;0;0;0;NA;0;1;VP2;3;0.857142857
39;m97;1;0;0;0;NA;0;1;PV1;3;0.857142857
39;m97;2;0.2;4;1;0;0;1;PV1;3;0.857142857
39;m97;3;0.5;4;1;1;0;1;PV1;3;0.857142857
39;m97;4;0;0;0;NA;0;1;PV1;3;0.857142857
39;m99;1;0;0;0;NA;0;1;VP1;3;0.857142857
39;m99;2;0.2;4;1;0;0;1;VP1;3;0.857142857
39;m99;3;0.2;10;1;1;0;1;VP1;3;0.857142857
39;m99;4;0;0;0;NA;0;1;VP1;3;0.857142857
40;m1;1;0.7;10;1;1;0;1;VP3;3;0.857142857
40;m1;2;0;0;0;NA;0;1;VP3;3;0.857142857
40;m1;3;0;0;0;NA;0;1;VP3;3;0.857142857
40;m1;4;0.7;4;1;0;0;1;VP3;3;0.857142857
40;m3;1;0.5;15;1;1;0;1;PV3;3;0.857142857
40;m3;2;0;0;0;NA;0;1;PV3;3;0.857142857
40;m3;3;0;0;0;NA;0;1;PV3;3;0.857142857
40;m3;4;0.2;15;1;0;0;1;PV3;3;0.857142857
40;m4;1;0.2;10;1;0;0;1;PV2;3;0.857142857
40;m4;2;0;0;0;NA;0;1;PV2;3;0.857142857
40;m4;3;0;0;0;NA;0;1;PV2;3;0.857142857
40;m4;4;0.5;10;1;1;0;1;PV2;3;0.857142857
40;m5;1;0.8;4;1;0;0;1;VP4;3;0.857142857
40;m5;2;0;0;0;NA;0;1;VP4;3;0.857142857
40;m5;3;0;0;0;NA;0;1;VP4;3;0.857142857
40;m5;4;0.8;10;1;1;0;1;VP4;3;0.857142857
40;m6;1;0;0;0;NA;0;1;PV4;3;0.857142857
40;m6;2;0.2;20;1;0;0;1;PV4;3;0.857142857
40;m6;3;0.5;20;1;1;0;1;PV4;3;0.857142857
40;m6;4;0;0;0;NA;0;1;PV4;3;0.857142857
40;m96;1;0;0;0;NA;0;1;VP2;3;0.857142857
40;m96;2;0.5;4;1;0;0;1;VP2;3;0.857142857
40;m96;3;0.5;10;1;1;0;1;VP2;3;0.857142857
40;m96;4;0;0;0;NA;0;1;VP2;3;0.857142857
40;m97;1;0;0;0;NA;0;1;PV1;3;0.857142857
40;m97;2;0.5;4;1;1;0;1;PV1;3;0.857142857
40;m97;3;0.2;4;1;0;0;1;PV1;3;0.857142857
40;m97;4;0;0;0;NA;0;1;PV1;3;0.857142857
40;m99;1;0;0;0;NA;0;1;VP1;3;0.857142857
40;m99;2;0.2;10;1;1;0;1;VP1;3;0.857142857
40;m99;3;0.2;4;1;0;0;1;VP1;3;0.857142857
40;m99;4;0;0;0;NA;0;1;VP1;3;0.857142857
41;m1;1;0.3;10;1;0;0;1;training;4;0.0001
41;m1;2;0.3;10;1;1;0;1;training;4;0.0001
41;m1;3;0.3;10;1;1;0;1;training;4;0.0001
41;m1;4;0.3;10;1;0;0;1;training;4;0.0001
41;m3;1;0.3;10;1;0;0;1;training;4;0.0001
41;m3;2;0.3;10;1;1;0;1;training;4;0.0001
41;m3;3;0.3;10;1;0;0;1;training;4;0.0001
41;m3;4;0.3;10;1;1;0;1;training;4;0.0001
41;m4;1;0.3;10;1;1;0;1;training;4;0.0001
41;m4;2;0.3;10;1;0;0;1;training;4;0.0001
41;m4;3;0.3;10;1;1;0;1;training;4;0.0001
41;m4;4;0.3;10;1;0;0;1;training;4;0.0001
41;m5;1;0.3;10;1;1;0;1;training;4;0.0001
41;m5;2;0.3;10;1;0;0;1;training;4;0.0001
41;m5;3;0.3;10;1;1;0;1;training;4;0.0001
41;m5;4;0.3;10;1;0;0;1;training;4;0.0001
41;m6;1;0.3;10;1;0;0;1;training;4;0.0001
41;m6;2;0.3;10;1;1;0;1;training;4;0.0001
41;m6;3;0.3;10;1;0;0;1;training;4;0.0001
41;m6;4;0.3;10;1;1;0;1;training;4;0.0001
41;m96;1;0.3;10;1;0;0;1;training;4;0.0001
41;m96;2;0.3;10;1;1;0;1;training;4;0.0001
41;m96;3;0.3;10;1;0;0;1;training;4;0.0001
41;m96;4;0.3;10;1;1;0;1;training;4;0.0001
41;m97;1;0.3;10;1;1;0;1;training;4;0.0001
41;m97;2;0.3;10;1;0;0;1;training;4;0.0001
41;m97;3;0.3;10;1;0;0;1;training;4;0.0001
41;m97;4;0.3;10;1;1;0;1;training;4;0.0001
41;m99;1;0.3;10;1;1;0;1;training;4;0.0001
41;m99;2;0.3;10;1;1;0;1;training;4;0.0001
41;m99;3;0.3;10;1;0;0;1;training;4;0.0001
41;m99;4;0.3;10;1;0;0;1;training;4;0.0001
42;m1;1;0;0;0;NA;0;1;BVP2;4;1.333333333
42;m1;2;0;0;0;NA;0;1;BVP2;4;1.333333333
42;m1;3;0.5;20;1;1;0;1;BVP2;4;1.333333333
42;m1;4;0.5;4;1;0;0;1;BVP2;4;1.333333333
42;m3;1;0;0;0;NA;0;1;I;4;-0.476190476
42;m3;2;0;0;0;NA;0;1;I;4;-0.476190476
42;m3;3;0.5;4;1;0;0;1;I;4;-0.476190476
42;m3;4;0.2;20;1;1;0;1;I;4;-0.476190476
42;m4;1;0;0;0;NA;0;1;BPV2;4;0.857142857
42;m4;2;0;0;0;NA;0;1;BPV2;4;0.857142857
42;m4;3;0.2;20;1;0;0;1;BPV2;4;0.857142857
42;m4;4;0.5;20;1;1;0;1;BPV2;4;0.857142857
42;m5;1;0;0;0;NA;0;1;C;4;1.333333333
42;m5;2;0;0;0;NA;0;1;C;4;1.333333333
42;m5;3;0.2;4;1;0;0;1;C;4;1.333333333
42;m5;4;0.5;20;1;1;0;1;C;4;1.333333333
42;m6;1;0.5;4;1;1;0;1;BPV1;4;0.857142857
42;m6;2;0.2;4;1;0;0;1;BPV1;4;0.857142857
42;m6;3;0;0;0;NA;0;1;BPV1;4;0.857142857
42;m6;4;0;0;0;NA;0;1;BPV1;4;0.857142857
42;m96;1;0.5;4;1;1;0;1;BPV1;4;0.857142857
42;m96;2;0.2;4;1;0;0;1;BPV1;4;0.857142857
42;m96;3;0;0;0;NA;0;1;BPV1;4;0.857142857
42;m96;4;0;0;0;NA;0;1;BPV1;4;0.857142857
42;m97;1;0.2;4;1;0;0;1;BVP1;4;1.333333333
42;m97;2;0.2;20;1;1;0;1;BVP1;4;1.333333333
42;m97;3;0;0;0;NA;0;1;BVP1;4;1.333333333
42;m97;4;0;0;0;NA;0;1;BVP1;4;1.333333333
42;m99;1;0.2;4;1;0;0;1;C;4;1.333333333
42;m99;2;0.5;20;1;1;0;1;C;4;1.333333333
42;m99;3;0;0;0;NA;0;1;C;4;1.333333333
42;m99;4;0;0;0;NA;0;1;C;4;1.333333333
43;m1;1;0;0;0;NA;0;1;BVP2;4;1.333333333
43;m1;2;0;0;0;NA;0;1;BVP2;4;1.333333333
43;m1;3;0.5;4;1;0;0;1;BVP2;4;1.333333333
43;m1;4;0.5;20;1;1;0;1;BVP2;4;1.333333333
43;m3;1;0;0;0;NA;0;1;I;4;-0.476190476
43;m3;2;0;0;0;NA;0;1;I;4;-0.476190476
43;m3;3;0.2;20;1;1;0;1;I;4;-0.476190476
43;m3;4;0.5;4;1;0;0;1;I;4;-0.476190476
43;m4;1;0;0;0;NA;0;1;BPV2;4;0.857142857
43;m4;2;0;0;0;NA;0;1;BPV2;4;0.857142857
43;m4;3;0.5;20;1;1;0;1;BPV2;4;0.857142857
43;m4;4;0.2;20;1;0;0;1;BPV2;4;0.857142857
43;m5;1;0;0;0;NA;0;1;C;4;1.333333333
43;m5;2;0;0;0;NA;0;1;C;4;1.333333333
43;m5;3;0.5;20;1;1;0;1;C;4;1.333333333
43;m5;4;0.2;4;1;0;0;1;C;4;1.333333333
43;m6;1;0.2;4;1;0;0;1;BPV1;4;0.857142857
43;m6;2;0.5;4;1;1;0;1;BPV1;4;0.857142857
43;m6;3;0;0;0;NA;0;1;BPV1;4;0.857142857
43;m6;4;0;0;0;NA;0;1;BPV1;4;0.857142857
43;m96;1;0.2;4;1;0;0;1;BPV1;4;0.857142857
43;m96;2;0.5;4;1;1;0;1;BPV1;4;0.857142857
43;m96;3;0;0;0;NA;0;1;BPV1;4;0.857142857
43;m96;4;0;0;0;NA;0;1;BPV1;4;0.857142857
43;m97;1;0.2;20;1;1;0;1;BVP1;4;1.333333333
43;m97;2;0.2;4;1;0;0;1;BVP1;4;1.333333333
43;m97;3;0;0;0;NA;0;1;BVP1;4;1.333333333
43;m97;4;0;0;0;NA;0;1;BVP1;4;1.333333333
43;m99;1;0.5;20;1;1;0;1;C;4;1.333333333
43;m99;2;0.2;4;1;0;0;1;C;4;1.333333333
43;m99;3;0;0;0;NA;0;1;C;4;1.333333333
43;m99;4;0;0;0;NA;0;1;C;4;1.333333333
44;m1;1;0.2;4;1;0;0;1;BVP1;4;1.333333333
44;m1;2;0;0;0;NA;0;1;BVP1;4;1.333333333
44;m1;3;0.2;20;1;1;0;1;BVP1;4;1.333333333
44;m1;4;0;0;0;NA;0;1;BVP1;4;1.333333333
44;m3;1;0.2;20;1;0;0;1;BPV2;4;0.857142857
44;m3;2;0;0;0;NA;0;1;BPV2;4;0.857142857
44;m3;3;0.5;20;1;1;0;1;BPV2;4;0.857142857
44;m3;4;0;0;0;NA;0;1;BPV2;4;0.857142857
44;m4;1;0;0;0;NA;0;1;BPV1;4;0.857142857
44;m4;2;0.5;4;1;1;0;1;BPV1;4;0.857142857
44;m4;3;0;0;0;NA;0;1;BPV1;4;0.857142857
44;m4;4;0.2;4;1;0;0;1;BPV1;4;0.857142857
44;m5;1;0;0;0;NA;0;1;BVP2;4;1.333333333
44;m5;2;0.5;20;1;1;0;1;BVP2;4;1.333333333
44;m5;3;0;0;0;NA;0;1;BVP2;4;1.333333333
44;m5;4;0.5;4;1;0;0;1;BVP2;4;1.333333333
44;m6;1;0.5;4;1;0;0;1;I;4;-0.476190476
44;m6;2;0;0;0;NA;0;1;I;4;-0.476190476
44;m6;3;0.2;20;1;1;0;1;I;4;-0.476190476
44;m6;4;0;0;0;NA;0;1;I;4;-0.476190476
44;m96;1;0.5;4;1;0;0;1;I;4;-0.476190476
44;m96;2;0;0;0;NA;0;1;I;4;-0.476190476
44;m96;3;0.2;20;1;1;0;1;I;4;-0.476190476
44;m96;4;0;0;0;NA;0;1;I;4;-0.476190476
44;m97;1;0;0;0;NA;0;1;C;4;1.333333333
44;m97;2;0.2;4;1;0;0;1;C;4;1.333333333
44;m97;3;0;0;0;NA;0;1;C;4;1.333333333
44;m97;4;0.5;20;1;1;0;1;C;4;1.333333333
44;m99;1;0;0;0;NA;0;1;BVP2;4;1.333333333
44;m99;2;0.5;4;1;0;0;1;BVP2;4;1.333333333
44;m99;3;0;0;0;NA;0;1;BVP2;4;1.333333333
44;m99;4;0.5;20;1;1;0;1;BVP2;4;1.333333333
45;m1;1;0.2;20;1;1;0;1;BVP1;4;1.333333333
45;m1;2;0;0;0;NA;0;1;BVP1;4;1.333333333
45;m1;3;0.2;4;1;0;0;1;BVP1;4;1.333333333
45;m1;4;0;0;0;NA;0;1;BVP1;4;1.333333333
45;m3;1;0.5;20;1;1;0;1;BPV2;4;0.857142857
45;m3;2;0;0;0;NA;0;1;BPV2;4;0.857142857
45;m3;3;0.2;20;1;0;0;1;BPV2;4;0.857142857
45;m3;4;0;0;0;NA;0;1;BPV2;4;0.857142857
45;m4;1;0;0;0;NA;0;1;BPV1;4;0.857142857
45;m4;2;0.2;4;1;0;0;1;BPV1;4;0.857142857
45;m4;3;0;0;0;NA;0;1;BPV1;4;0.857142857
45;m4;4;0.5;4;1;1;0;1;BPV1;4;0.857142857
45;m5;1;0;0;0;NA;0;1;BVP2;4;1.333333333
45;m5;2;0.5;4;1;0;0;1;BVP2;4;1.333333333
45;m5;3;0;0;0;NA;0;1;BVP2;4;1.333333333
45;m5;4;0.5;20;1;1;0;1;BVP2;4;1.333333333
45;m6;1;0.2;20;1;1;0;1;I;4;-0.476190476
45;m6;2;0;0;0;NA;0;1;I;4;-0.476190476
45;m6;3;0.5;4;1;0;0;1;I;4;-0.476190476
45;m6;4;0;0;0;NA;0;1;I;4;-0.476190476
45;m96;1;0.2;20;1;1;0;1;I;4;-0.476190476
45;m96;2;0;0;0;NA;0;1;I;4;-0.476190476
45;m96;3;0.5;4;1;0;0;1;I;4;-0.476190476
45;m96;4;0;0;0;NA;0;1;I;4;-0.476190476
45;m97;1;0;0;0;NA;0;1;C;4;1.333333333
45;m97;2;0.5;20;1;1;0;1;C;4;1.333333333
45;m97;3;0;0;0;NA;0;1;C;4;1.333333333
45;m97;4;0.2;4;1;0;0;1;C;4;1.333333333
45;m99;1;0;0;0;NA;0;1;BVP2;4;1.333333333
45;m99;2;0.5;20;1;1;0;1;BVP2;4;1.333333333
45;m99;3;0;0;0;NA;0;1;BVP2;4;1.333333333
45;m99;4;0.5;4;1;0;0;1;BVP2;4;1.333333333
46;m1;1;0;0;0;NA;0;1;BPV1;4;0.857142857
46;m1;2;0.2;4;1;0;0;1;BPV1;4;0.857142857
46;m1;3;0.5;4;1;1;0;1;BPV1;4;0.857142857
46;m1;4;0;0;0;NA;0;1;BPV1;4;0.857142857
46;m3;1;0;0;0;NA;0;1;C;4;1.333333333
46;m3;2;0.2;4;1;0;0;1;C;4;1.333333333
46;m3;3;0.5;20;1;1;0;1;C;4;1.333333333
46;m3;4;0;0;0;NA;0;1;C;4;1.333333333
46;m4;1;0.5;4;1;0;0;1;BVP2;4;1.333333333
46;m4;2;0;0;0;NA;0;1;BVP2;4;1.333333333
46;m4;3;0;0;0;NA;0;1;BVP2;4;1.333333333
46;m4;4;0.5;20;1;1;0;1;BVP2;4;1.333333333
46;m5;1;0.2;20;1;1;0;1;I;4;-0.476190476
46;m5;2;0;0;0;NA;0;1;I;4;-0.476190476
46;m5;3;0;0;0;NA;0;1;I;4;-0.476190476
46;m5;4;0.5;4;1;0;0;1;I;4;-0.476190476
46;m6;1;0.2;20;1;1;0;1;BVP1;4;1.333333333
46;m6;2;0;0;0;NA;0;1;BVP1;4;1.333333333
46;m6;3;0;0;0;NA;0;1;BVP1;4;1.333333333
46;m6;4;0.2;4;1;0;0;1;BVP1;4;1.333333333
46;m96;1;0.5;20;1;1;0;1;C;4;1.333333333
46;m96;2;0;0;0;NA;0;1;C;4;1.333333333
46;m96;3;0;0;0;NA;0;1;C;4;1.333333333
46;m96;4;0.2;4;1;0;0;1;C;4;1.333333333
46;m97;1;0;0;0;NA;0;1;I;4;-0.476190476
46;m97;2;0.5;4;1;0;0;1;I;4;-0.476190476
46;m97;3;0.2;20;1;1;0;1;I;4;-0.476190476
46;m97;4;0;0;0;NA;0;1;I;4;-0.476190476
46;m99;1;0;0;0;NA;0;1;BPV2;4;0.857142857
46;m99;2;0.5;20;1;1;0;1;BPV2;4;0.857142857
46;m99;3;0.2;20;1;0;0;1;BPV2;4;0.857142857
46;m99;4;0;0;0;NA;0;1;BPV2;4;0.857142857
47;m1;1;0;0;0;NA;0;1;BPV1;4;0.857142857
47;m1;2;0.5;4;1;1;0;1;BPV1;4;0.857142857
47;m1;3;0.2;4;1;0;0;1;BPV1;4;0.857142857
47;m1;4;0;0;0;NA;0;1;BPV1;4;0.857142857
47;m3;1;0;0;0;NA;0;1;C;4;1.333333333
47;m3;2;0.5;20;1;1;0;1;C;4;1.333333333
47;m3;3;0.2;4;1;0;0;1;C;4;1.333333333
47;m3;4;0;0;0;NA;0;1;C;4;1.333333333
47;m4;1;0.5;20;1;1;0;1;BVP2;4;1.333333333
47;m4;2;0;0;0;NA;0;1;BVP2;4;1.333333333
47;m4;3;0;0;0;NA;0;1;BVP2;4;1.333333333
47;m4;4;0.5;4;1;0;0;1;BVP2;4;1.333333333
47;m5;1;0.5;4;1;0;0;1;I;4;-0.476190476
47;m5;2;0;0;0;NA;0;1;I;4;-0.476190476
47;m5;3;0;0;0;NA;0;1;I;4;-0.476190476
47;m5;4;0.2;20;1;1;0;1;I;4;-0.476190476
47;m6;1;0.2;4;1;0;0;1;BVP1;4;1.333333333
47;m6;2;0;0;0;NA;0;1;BVP1;4;1.333333333
47;m6;3;0;0;0;NA;0;1;BVP1;4;1.333333333
47;m6;4;0.2;20;1;1;0;1;BVP1;4;1.333333333
47;m96;1;0.2;4;1;0;0;1;C;4;1.333333333
47;m96;2;0;0;0;NA;0;1;C;4;1.333333333
47;m96;3;0;0;0;NA;0;1;C;4;1.333333333
47;m96;4;0.5;20;1;1;0;1;C;4;1.333333333
47;m97;1;0;0;0;NA;0;1;I;4;-0.476190476
47;m97;2;0.2;20;1;1;0;1;I;4;-0.476190476
47;m97;3;0.5;4;1;0;0;1;I;4;-0.476190476
47;m97;4;0;0;0;NA;0;1;I;4;-0.476190476
47;m99;1;0;0;0;NA;0;1;BPV2;4;0.857142857
47;m99;2;0.2;20;1;0;0;1;BPV2;4;0.857142857
47;m99;3;0.5;20;1;1;0;1;BPV2;4;0.857142857
47;m99;4;0;0;0;NA;0;1;BPV2;4;0.857142857
48;m1;1;0.5;20;1;1;0;1;C;4;1.333333333
48;m1;2;0;0;0;NA;0;1;C;4;1.333333333
48;m1;3;0;0;0;NA;0;1;C;4;1.333333333
48;m1;4;0.2;4;1;0;0;1;C;4;1.333333333
48;m3;1;0.5;4;1;1;0;1;BPV1;4;0.857142857
48;m3;2;0;0;0;NA;0;1;BPV1;4;0.857142857
48;m3;3;0;0;0;NA;0;1;BPV1;4;0.857142857
48;m3;4;0.2;4;1;0;0;1;BPV1;4;0.857142857
48;m4;1;0;0;0;NA;0;1;I;4;-0.476190476
48;m4;2;0.2;20;1;1;0;1;I;4;-0.476190476
48;m4;3;0.5;4;1;0;0;1;I;4;-0.476190476
48;m4;4;0;0;0;NA;0;1;I;4;-0.476190476
48;m5;1;0;0;0;NA;0;1;BVP1;4;1.333333333
48;m5;2;0.2;4;1;0;0;1;BVP1;4;1.333333333
48;m5;3;0.2;20;1;1;0;1;BVP1;4;1.333333333
48;m5;4;0;0;0;NA;0;1;BVP1;4;1.333333333
48;m6;1;0;0;0;NA;0;1;BPV2;4;0.857142857
48;m6;2;0.5;20;1;1;0;1;BPV2;4;0.857142857
48;m6;3;0.2;20;1;0;0;1;BPV2;4;0.857142857
48;m6;4;0;0;0;NA;0;1;BPV2;4;0.857142857
48;m96;1;0;0;0;NA;0;1;BPV2;4;0.857142857
48;m96;2;0.5;20;1;1;0;1;BPV2;4;0.857142857
48;m96;3;0.2;20;1;0;0;1;BPV2;4;0.857142857
48;m96;4;0;0;0;NA;0;1;BPV2;4;0.857142857
48;m97;1;0.5;4;1;0;0;1;BVP2;4;1.333333333
48;m97;2;0;0;0;NA;0;1;BVP2;4;1.333333333
48;m97;3;0;0;0;NA;0;1;BVP2;4;1.333333333
48;m97;4;0.5;20;1;1;0;1;BVP2;4;1.333333333
48;m99;1;0.2;4;1;0;0;1;BVP1;4;1.333333333
48;m99;2;0;0;0;NA;0;1;BVP1;4;1.333333333
48;m99;3;0;0;0;NA;0;1;BVP1;4;1.333333333
48;m99;4;0.2;20;1;1;0;1;BVP1;4;1.333333333
49;m1;1;0.2;4;1;0;0;1;C;4;1.333333333
49;m1;2;0;0;0;NA;0;1;C;4;1.333333333
49;m1;3;0;0;0;NA;0;1;C;4;1.333333333
49;m1;4;0.5;20;1;1;0;1;C;4;1.333333333
49;m3;1;0.2;4;1;0;0;1;BPV1;4;0.857142857
49;m3;2;0;0;0;NA;0;1;BPV1;4;0.857142857
49;m3;3;0;0;0;NA;0;1;BPV1;4;0.857142857
49;m3;4;0.5;4;1;1;0;1;BPV1;4;0.857142857
49;m4;1;0;0;0;NA;0;1;I;4;-0.476190476
49;m4;2;0.5;4;1;0;0;1;I;4;-0.476190476
49;m4;3;0.2;20;1;1;0;1;I;4;-0.476190476
49;m4;4;0;0;0;NA;0;1;I;4;-0.476190476
49;m5;1;0;0;0;NA;0;1;BVP1;4;1.333333333
49;m5;2;0.2;20;1;1;0;1;BVP1;4;1.333333333
49;m5;3;0.2;4;1;0;0;1;BVP1;4;1.333333333
49;m5;4;0;0;0;NA;0;1;BVP1;4;1.333333333
49;m6;1;0;0;0;NA;0;1;BPV2;4;0.857142857
49;m6;2;0.2;20;1;0;0;1;BPV2;4;0.857142857
49;m6;3;0.5;20;1;1;0;1;BPV2;4;0.857142857
49;m6;4;0;0;0;NA;0;1;BPV2;4;0.857142857
49;m96;1;0;0;0;NA;0;1;BPV2;4;0.857142857
49;m96;2;0.2;20;1;0;0;1;BPV2;4;0.857142857
49;m96;3;0.5;20;1;1;0;1;BPV2;4;0.857142857
49;m96;4;0;0;0;NA;0;1;BPV2;4;0.857142857
49;m97;1;0.5;20;1;1;0;1;BVP2;4;1.333333333
49;m97;2;0;0;0;NA;0;1;BVP2;4;1.333333333
49;m97;3;0;0;0;NA;0;1;BVP2;4;1.333333333
49;m97;4;0.5;4;1;0;0;1;BVP2;4;1.333333333
49;m99;1;0.2;20;1;1;0;1;BVP1;4;1.333333333
49;m99;2;0;0;0;NA;0;1;BVP1;4;1.333333333
49;m99;3;0;0;0;NA;0;1;BVP1;4;1.333333333
49;m99;4;0.2;4;1;0;0;1;BVP1;4;1.333333333
50;m1;1;0.2;20;1;0;0;1;BPV2;4;0.857142857
50;m1;2;0.5;20;1;1;0;1;BPV2;4;0.857142857
50;m1;3;0;0;0;NA;0;1;BPV2;4;0.857142857
50;m1;4;0;0;0;NA;0;1;BPV2;4;0.857142857
50;m3;1;0.2;4;1;0;0;1;BVP1;4;1.333333333
50;m3;2;0.2;20;1;1;0;1;BVP1;4;1.333333333
50;m3;3;0;0;0;NA;0;1;BVP1;4;1.333333333
50;m3;4;0;0;0;NA;0;1;BVP1;4;1.333333333
50;m4;1;0.5;20;1;1;0;1;C;4;1.333333333
50;m4;2;0.2;4;1;0;0;1;C;4;1.333333333
50;m4;3;0;0;0;NA;0;1;C;4;1.333333333
50;m4;4;0;0;0;NA;0;1;C;4;1.333333333
50;m5;1;0.5;4;1;1;0;1;BPV1;4;0.857142857
50;m5;2;0.2;4;1;0;0;1;BPV1;4;0.857142857
50;m5;3;0;0;0;NA;0;1;BPV1;4;0.857142857
50;m5;4;0;0;0;NA;0;1;BPV1;4;0.857142857
50;m6;1;0;0;0;NA;0;1;BVP2;4;1.333333333
50;m6;2;0;0;0;NA;0;1;BVP2;4;1.333333333
50;m6;3;0.5;4;1;0;0;1;BVP2;4;1.333333333
50;m6;4;0.5;20;1;1;0;1;BVP2;4;1.333333333
50;m96;1;0;0;0;NA;0;1;BVP1;4;1.333333333
50;m96;2;0;0;0;NA;0;1;BVP1;4;1.333333333
50;m96;3;0.2;4;1;0;0;1;BVP1;4;1.333333333
50;m96;4;0.2;20;1;1;0;1;BVP1;4;1.333333333
50;m97;1;0;0;0;NA;0;1;BPV1;4;0.857142857
50;m97;2;0;0;0;NA;0;1;BPV1;4;0.857142857
50;m97;3;0.5;4;1;1;0;1;BPV1;4;0.857142857
50;m97;4;0.2;4;1;0;0;1;BPV1;4;0.857142857
50;m99;1;0;0;0;NA;0;1;I;4;-0.476190476
50;m99;2;0;0;0;NA;0;1;I;4;-0.476190476
50;m99;3;0.5;4;1;0;0;1;I;4;-0.476190476
50;m99;4;0.2;20;1;1;0;1;I;4;-0.476190476
51;m1;1;0.5;20;1;1;0;1;BPV2;4;0.857142857
51;m1;2;0.2;20;1;0;0;1;BPV2;4;0.857142857
51;m1;3;0;0;0;NA;0;1;BPV2;4;0.857142857
51;m1;4;0;0;0;NA;0;1;BPV2;4;0.857142857
51;m3;1;0.2;20;1;1;0;1;BVP1;4;1.333333333
