"cond";"par";"gamma";"performance";"pred_perf";"obs_perf";"deviance"
"BPV1";0.2;0.25;0.674;0.740087738427905;0.74;7.69803173123967e-09
"BPV1";0.2;0.3;0.663;0.703614519893017;0.74;0.00132390316261565
"BPV1";0.2;0.35;0.621;0.671052833984175;0.74;0.0047537117016137
"BPV1";0.2;0.4;0.61;0.642091502186026;0.74;0.00958607394418892
"BPV1";0.2;0.45;0.624;0.616419345983216;0.74;0.0152721780472162
"BPV1";0.2;0.5;0.568;0.59372518686039;0.74;0.0213963209590279
"BPV1";0.2;0.55;0.576;0.576028124219334;0.74;0.02688677604703
"BPV1";0.2;0.6;0.573;0.56426935106216;0.74;0.0308812609761142
"BPV1";0.2;0.65;0.57;0.556520829274;0.74;0.0336646060903006
"BPV1";0.2;0.7;0.522;0.550854520739986;0.74;0.0357760123245003
"BPV1";0.2;0.75;0.557;0.545342387345252;0.74;0.037891586164446
"BPV1";0.2;0.8;0.55;0.541361901053077;0.74;0.0394570943532474
"BPV1";0.2;0.85;0.534;0.540594174793925;0.74;0.0397626831261156
"BPV1";0.2;0.9;0.555;0.5415666319037;0.74;0.0393758015740416
"BPV1";0.2;0.95;0.534;0.542806695718306;0.74;0.0388851992535327
"BPV1";0.2;1;0.541;0.542841789573647;0.74;0.0388713599385219
"BPV1";0.2;1.05;0.554;0.542636616428773;0.74;0.0389523051746833
"BPV1";0.2;1.1;0.56;0.543692756799529;0.74;0.0385365337329687
"BPV1";0.2;1.15;0.523;0.545342950357017;0.74;0.0378913669757108
"BPV1";0.2;1.2;0.564;0.546919936772337;0.74;0.0372799108159983
"BPV1";0.2;1.25;0.551;0.54775645571659;0.74;0.0369575803186473
"BPV1";0.2;1.3;0.55;0.547918506796948;0.74;0.036895300031114
"BPV1";0.2;1.35;0.544;0.547994270618523;0.74;0.0368662001153129
"BPV1";0.2;1.4;0.528;0.548099758349327;0.74;0.0368257027455867
"BPV1";0.2;1.45;0.565;0.548350981157371;0.74;0.0367293464233423
"BPV1";0.2;1.5;0.542;0.548863950210668;0.74;0.03653298952907
"BPV1";0.2;1.55;0.578;0.549580207766346;0.74;0.0362596972743079
"BPV1";0.2;1.6;0.539;0.55037737070782;0.74;0.0359567415396796
"BPV1";0.2;1.65;0.537;0.551275562142529;0.74;0.0356169134446183
"BPV1";0.2;1.7;0.565;0.552294905177914;0.74;0.0352332026221683
"BPV1";0.2;1.75;0.527;0.553455522921414;0.74;0.034798841928523
"BPV1";0.2;1.8;0.548;0.554762286493357;0.74;0.0343130105051693
"BPV1";0.2;1.85;0.559;0.556204413043976;0.74;0.0337808177845094
"BPV1";0.2;1.9;0.573;0.557778544725574;0.74;0.0332046587623297
"BPV1";0.2;1.95;0.56;0.559481323690453;0.74;0.0325869924965509
"BPV1";0.2;2;0.561;0.561309392090916;0.74;0.0319303333549179
"BPV1";0.25;0.05;1;0.95983028721268;0.74;0.0483253551760093
"BPV1";0.25;0.1;0.961;0.9063308736302;0.74;0.0276659595225856
"BPV1";0.25;0.15;0.856;0.85633384356151;0.74;0.013533563157794
"BPV1";0.25;0.2;0.792;0.810106258841371;0.74;0.00491488752873337
"BPV1";0.25;0.25;0.733;0.767915181304544;0.74;0.000779257347265536
"BPV1";0.25;0.3;0.691;0.729931757113415;0.74;0.000101369514823279
"BPV1";0.25;0.35;0.644;0.695916908909708;0.74;0.00194331892007497
"BPV1";0.25;0.4;0.636;0.66552236324719;0.74;0.00554691837628344
"BPV1";0.25;0.45;0.623;0.638399846679627;0.74;0.0103225911547233
"BPV1";0.25;0.5;0.571;0.614201085760783;0.74;0.0158253668237659
"BPV1";0.25;0.55;0.587;0.594923314089875;0.74;0.0210472447946649
"BPV1";0.25;0.6;0.581;0.581542069825172;0.74;0.0251089156352906
"BPV1";0.25;0.65;0.569;0.572176536359016;0.74;0.0281647149484568
"BPV1";0.25;0.7;0.556;0.564945897083749;0.74;0.0306439389478133
"BPV1";0.25;0.75;0.57;0.557969335391715;0.74;0.0331351628577338
"BPV1";0.25;0.8;0.552;0.552644445569969;0.74;0.0351021037757844
"BPV1";0.25;0.85;0.579;0.550627772493033;0.74;0.0358618405509506
"BPV1";0.25;0.9;0.565;0.550426925434454;0.74;0.0359379506002342
"BPV1";0.25;0.95;0.542;0.550549513667777;0.74;0.0358914867715156
"BPV1";0.25;1;0.555;0.54950314646655;0.74;0.0362890512061447
"BPV1";0.25;1.05;0.562;0.54792271182889;0.74;0.0368936846311676
"BPV1";0.25;1.1;0.553;0.547197123911268;0.74;0.0371729490280871
"BPV1";0.25;1.15;0.54;0.546965031224756;0.74;0.0372624991700593
