"pset";"nrep";"Choice_type";"cond";"performance"
2;63;1;"BVP2";0.8
2;64;1;"BVP2";0.855555555555555
2;65;1;"BVP2";0.8
2;66;1;"BVP2";0.755555555555555
2;67;1;"BVP2";0.733333333333333
2;68;1;"BVP2";0.777777777777778
2;69;1;"BVP2";0.811111111111111
2;70;1;"BVP2";0.844444444444444
2;71;1;"BVP2";0.822222222222222
2;72;1;"BVP2";0.822222222222222
2;73;1;"BVP2";0.8
2;74;1;"BVP2";0.744444444444444
2;75;1;"BVP2";0.811111111111111
2;76;1;"BVP2";0.855555555555556
2;77;1;"BVP2";0.733333333333333
2;78;1;"BVP2";0.811111111111111
2;79;1;"BVP2";0.866666666666667
2;80;1;"BVP2";0.877777777777778
2;81;1;"BVP2";0.8
2;82;1;"BVP2";0.844444444444444
2;83;1;"BVP2";0.877777777777778
2;84;1;"BVP2";0.711111111111111
2;85;1;"BVP2";0.777777777777778
2;86;1;"BVP2";0.855555555555555
2;87;1;"BVP2";0.877777777777778
2;88;1;"BVP2";0.911111111111111
2;89;1;"BVP2";0.833333333333333
2;90;1;"BVP2";0.9
2;91;1;"BVP2";0.822222222222222
2;92;1;"BVP2";0.8
2;93;1;"BVP2";0.777777777777778
2;94;1;"BVP2";0.8
2;95;1;"BVP2";0.844444444444444
2;96;1;"BVP2";0.8
2;97;1;"BVP2";0.855555555555556
2;98;1;"BVP2";0.788888888888889
2;99;1;"BVP2";0.744444444444444
2;100;1;"BVP2";0.777777777777778
3;1;1;"BPV1";0.844444444444444
3;2;1;"BPV1";0.877777777777778
3;3;1;"BPV1";0.933333333333333
3;4;1;"BPV1";0.844444444444445
3;5;1;"BPV1";0.877777777777778
3;6;1;"BPV1";0.877777777777778
3;7;1;"BPV1";0.9
3;8;1;"BPV1";0.866666666666667
3;9;1;"BPV1";0.922222222222222
3;10;1;"BPV1";0.922222222222222
3;11;1;"BPV1";0.833333333333333
3;12;1;"BPV1";0.822222222222222
3;13;1;"BPV1";0.844444444444444
3;14;1;"BPV1";0.866666666666667
3;15;1;"BPV1";0.8
3;16;1;"BPV1";0.811111111111111
3;17;1;"BPV1";0.822222222222222
3;18;1;"BPV1";0.8
3;19;1;"BPV1";0.777777777777778
3;20;1;"BPV1";0.911111111111111
3;21;1;"BPV1";0.855555555555555
3;22;1;"BPV1";0.855555555555556
3;23;1;"BPV1";0.933333333333333
3;24;1;"BPV1";0.811111111111111
3;25;1;"BPV1";0.755555555555556
3;26;1;"BPV1";0.788888888888889
3;27;1;"BPV1";0.866666666666666
3;28;1;"BPV1";0.922222222222222
3;29;1;"BPV1";0.888888888888889
3;30;1;"BPV1";0.855555555555556
3;31;1;"BPV1";0.744444444444444
3;32;1;"BPV1";0.811111111111111
3;33;1;"BPV1";0.877777777777778
3;34;1;"BPV1";0.833333333333333
3;35;1;"BPV1";0.844444444444444
3;36;1;"BPV1";0.9
3;37;1;"BPV1";0.866666666666667
3;38;1;"BPV1";0.811111111111111
3;39;1;"BPV1";0.877777777777778
3;40;1;"BPV1";0.933333333333333
3;41;1;"BPV1";0.911111111111111
3;42;1;"BPV1";0.877777777777778
3;43;1;"BPV1";0.866666666666667
3;44;1;"BPV1";0.944444444444444
3;45;1;"BPV1";0.833333333333333
3;46;1;"BPV1";0.811111111111111
3;47;1;"BPV1";0.877777777777778
3;48;1;"BPV1";0.855555555555555
3;49;1;"BPV1";0.844444444444444
3;50;1;"BPV1";0.9
3;51;1;"BPV1";0.911111111111111
3;52;1;"BPV1";0.877777777777778
3;53;1;"BPV1";0.677777777777778
3;54;1;"BPV1";0.888888888888889
3;55;1;"BPV1";0.933333333333333
3;56;1;"BPV1";0.877777777777778
3;57;1;"BPV1";0.866666666666667
3;58;1;"BPV1";0.888888888888889
3;59;1;"BPV1";0.877777777777778
3;60;1;"BPV1";0.888888888888889
3;61;1;"BPV1";0.788888888888889
3;62;1;"BPV1";0.766666666666667
3;63;1;"BPV1";0.866666666666667
3;64;1;"BPV1";0.8
3;65;1;"BPV1";0.844444444444444
3;66;1;"BPV1";0.844444444444444
3;67;1;"BPV1";0.744444444444445
3;68;1;"BPV1";0.822222222222222
3;69;1;"BPV1";0.877777777777778
3;70;1;"BPV1";0.844444444444444
3;71;1;"BPV1";0.844444444444444
3;72;1;"BPV1";0.788888888888889
3;73;1;"BPV1";0.844444444444445
3;74;1;"BPV1";0.8
3;75;1;"BPV1";0.844444444444445
3;76;1;"BPV1";0.722222222222222
3;77;1;"BPV1";0.911111111111111
3;78;1;"BPV1";0.9
3;79;1;"BPV1";0.766666666666667
3;80;1;"BPV1";0.755555555555555
3;81;1;"BPV1";0.777777777777778
3;82;1;"BPV1";0.9
3;83;1;"BPV1";0.788888888888889
3;84;1;"BPV1";0.822222222222222
3;85;1;"BPV1";0.855555555555556
3;86;1;"BPV1";0.855555555555556
3;87;1;"BPV1";0.877777777777778
3;88;1;"BPV1";0.866666666666666
3;89;1;"BPV1";0.911111111111111
3;90;1;"BPV1";0.855555555555555
3;91;1;"BPV1";0.944444444444445
3;92;1;"BPV1";0.7
3;93;1;"BPV1";0.8
3;94;1;"BPV1";0.9
3;95;1;"BPV1";0.855555555555556
3;96;1;"BPV1";0.777777777777778
3;97;1;"BPV1";0.922222222222222
3;98;1;"BPV1";0.744444444444444
3;99;1;"BPV1";0.8
3;100;1;"BPV1";0.866666666666667
4;1;1;"BPV2";0.733333333333333
4;2;1;"BPV2";0.844444444444444
4;3;1;"BPV2";0.844444444444444
4;4;1;"BPV2";0.788888888888889
4;5;1;"BPV2";0.877777777777778
4;6;1;"BPV2";0.811111111111111
4;7;1;"BPV2";0.833333333333333
4;8;1;"BPV2";0.822222222222222
4;9;1;"BPV2";0.922222222222222
4;10;1;"BPV2";0.911111111111111
4;11;1;"BPV2";0.911111111111111
4;12;1;"BPV2";0.855555555555556
4;13;1;"BPV2";0.888888888888889
4;14;1;"BPV2";0.922222222222222
4;15;1;"BPV2";0.855555555555556
4;16;1;"BPV2";0.944444444444444
4;17;1;"BPV2";0.755555555555556
4;18;1;"BPV2";0.866666666666667
4;19;1;"BPV2";0.9
4;20;1;"BPV2";0.855555555555556
4;21;1;"BPV2";0.888888888888889
4;22;1;"BPV2";0.8
4;23;1;"BPV2";0.833333333333333
4;24;1;"BPV2";0.922222222222222
4;25;1;"BPV2";0.855555555555556
4;26;1;"BPV2";0.766666666666667
4;27;1;"BPV2";0.766666666666667
4;28;1;"BPV2";0.877777777777778
4;29;1;"BPV2";0.844444444444445
4;30;1;"BPV2";0.866666666666667
4;31;1;"BPV2";0.833333333333333
4;32;1;"BPV2";0.877777777777778
4;33;1;"BPV2";0.933333333333333
4;34;1;"BPV2";0.933333333333333
4;35;1;"BPV2";0.855555555555556
4;36;1;"BPV2";0.822222222222222
4;37;1;"BPV2";0.922222222222222
4;38;1;"BPV2";0.855555555555555
4;39;1;"BPV2";0.777777777777778
4;40;1;"BPV2";0.922222222222222
4;41;1;"BPV2";0.888888888888889
4;42;1;"BPV2";0.866666666666667
4;43;1;"BPV2";0.866666666666667
4;44;1;"BPV2";0.855555555555555
4;45;1;"BPV2";0.777777777777778
4;46;1;"BPV2";0.766666666666667
4;47;1;"BPV2";0.855555555555555
4;48;1;"BPV2";0.822222222222222
4;49;1;"BPV2";0.8
4;50;1;"BPV2";0.811111111111111
4;51;1;"BPV2";0.877777777777778
4;52;1;"BPV2";0.833333333333333
4;53;1;"BPV2";0.844444444444444
4;54;1;"BPV2";0.788888888888889
4;55;1;"BPV2";0.855555555555556
4;56;1;"BPV2";0.788888888888889
4;57;1;"BPV2";0.9
4;58;1;"BPV2";0.844444444444444
4;59;1;"BPV2";0.877777777777778
4;60;1;"BPV2";0.888888888888889
4;61;1;"BPV2";0.888888888888889
4;62;1;"BPV2";0.866666666666667
4;63;1;"BPV2";0.877777777777778
4;64;1;"BPV2";0.877777777777778
4;65;1;"BPV2";0.844444444444444
4;66;1;"BPV2";0.833333333333333
4;67;1;"BPV2";0.822222222222222
4;68;1;"BPV2";0.877777777777778
4;69;1;"BPV2";0.744444444444444
4;70;1;"BPV2";0.866666666666667
4;71;1;"BPV2";0.822222222222222
4;72;1;"BPV2";0.766666666666667
4;73;1;"BPV2";0.911111111111111
4;74;1;"BPV2";0.766666666666667
4;75;1;"BPV2";0.944444444444444
4;76;1;"BPV2";0.922222222222222
4;77;1;"BPV2";0.777777777777778
4;78;1;"BPV2";0.833333333333333
4;79;1;"BPV2";0.833333333333333
4;80;1;"BPV2";0.822222222222222
4;81;1;"BPV2";0.877777777777778
4;82;1;"BPV2";0.877777777777778
4;83;1;"BPV2";0.888888888888889
4;84;1;"BPV2";0.855555555555556
4;85;1;"BPV2";0.844444444444444
4;86;1;"BPV2";0.8
4;87;1;"BPV2";0.877777777777778
4;88;1;"BPV2";0.844444444444444
4;89;1;"BPV2";0.822222222222222
4;90;1;"BPV2";0.911111111111111
4;91;1;"BPV2";0.811111111111111
4;92;1;"BPV2";0.811111111111111
4;93;1;"BPV2";0.888888888888889
4;94;1;"BPV2";0.911111111111111
4;95;1;"BPV2";0.811111111111111
4;96;1;"BPV2";0.855555555555556
4;97;1;"BPV2";0.866666666666667
4;98;1;"BPV2";0.933333333333333
4;99;1;"BPV2";0.822222222222222
4;100;1;"BPV2";0.755555555555556
5;1;1;"C";0.822222222222222
5;2;1;"C";0.866666666666667
5;3;1;"C";0.888888888888889
5;4;1;"C";0.844444444444445
5;5;1;"C";0.911111111111111
5;6;1;"C";0.944444444444444
5;7;1;"C";0.844444444444445
5;8;1;"C";0.888888888888889
5;9;1;"C";0.911111111111111
5;10;1;"C";0.977777777777778
5;11;1;"C";0.9
5;12;1;"C";0.911111111111111
5;13;1;"C";0.9
5;14;1;"C";0.888888888888889
5;15;1;"C";0.9
5;16;1;"C";0.944444444444445
5;17;1;"C";0.822222222222222
5;18;1;"C";0.955555555555556
5;19;1;"C";0.922222222222222
5;20;1;"C";0.866666666666666
5;21;1;"C";0.866666666666667
5;22;1;"C";0.9
5;23;1;"C";0.911111111111111
5;24;1;"C";0.877777777777778
5;25;1;"C";0.944444444444445
5;26;1;"C";0.933333333333334
5;27;1;"C";0.877777777777778
5;28;1;"C";0.911111111111111
5;29;1;"C";0.877777777777778
5;30;1;"C";0.922222222222222
5;31;1;"C";0.933333333333334
5;32;1;"C";0.911111111111111
5;33;1;"C";0.922222222222222
5;34;1;"C";0.922222222222222
5;35;1;"C";0.922222222222222
5;36;1;"C";0.844444444444444
5;37;1;"C";0.877777777777778
5;38;1;"C";0.877777777777778
5;39;1;"C";0.855555555555555
5;40;1;"C";0.911111111111111
5;41;1;"C";0.922222222222222
5;42;1;"C";0.9
5;43;1;"C";0.866666666666667
5;44;1;"C";0.866666666666666
5;45;1;"C";0.911111111111111
5;46;1;"C";0.888888888888889
5;47;1;"C";0.844444444444444
5;48;1;"C";0.877777777777778
5;49;1;"C";0.955555555555555
5;50;1;"C";0.922222222222222
5;51;1;"C";0.933333333333333
5;52;1;"C";0.922222222222222
5;53;1;"C";0.933333333333333
5;54;1;"C";0.877777777777778
5;55;1;"C";0.888888888888889
5;56;1;"C";0.855555555555556
5;57;1;"C";0.877777777777778
5;58;1;"C";0.788888888888889
5;59;1;"C";0.911111111111111
5;60;1;"C";0.922222222222222
5;61;1;"C";0.877777777777778
5;62;1;"C";0.911111111111111
5;63;1;"C";0.877777777777778
5;64;1;"C";0.844444444444445
5;65;1;"C";0.944444444444445
5;66;1;"C";0.933333333333333
5;67;1;"C";0.888888888888889
5;68;1;"C";0.933333333333333
5;69;1;"C";0.922222222222222
5;70;1;"C";0.9
5;71;1;"C";0.9
5;72;1;"C";0.922222222222222
5;73;1;"C";0.888888888888889
5;74;1;"C";0.955555555555556
5;75;1;"C";0.911111111111111
5;76;1;"C";0.855555555555556
5;77;1;"C";0.855555555555556
5;78;1;"C";0.944444444444444
5;79;1;"C";0.944444444444444
5;80;1;"C";0.944444444444445
5;81;1;"C";0.911111111111111
5;82;1;"C";0.855555555555556
5;83;1;"C";0.922222222222222
5;84;1;"C";0.811111111111111
5;85;1;"C";0.933333333333333
5;86;1;"C";0.855555555555556
5;87;1;"C";0.911111111111111
5;88;1;"C";0.933333333333333
5;89;1;"C";0.922222222222222
5;90;1;"C";0.888888888888889
5;91;1;"C";0.933333333333333
5;92;1;"C";0.855555555555555
5;93;1;"C";0.911111111111111
5;94;1;"C";0.911111111111111
5;95;1;"C";0.933333333333333
5;96;1;"C";0.911111111111111
5;97;1;"C";0.933333333333333
5;98;1;"C";0.9
5;99;1;"C";0.922222222222222
5;100;1;"C";0.922222222222222
6;1;1;"I";0.411111111111111
6;2;1;"I";0.555555555555556
6;3;1;"I";0.466666666666667
6;4;1;"I";0.388888888888889
6;5;1;"I";0.433333333333333
6;6;1;"I";0.422222222222222
6;7;1;"I";0.388888888888889
6;8;1;"I";0.255555555555555
6;9;1;"I";0.477777777777778
6;10;1;"I";0.111111111111111
6;11;1;"I";0.411111111111111
6;12;1;"I";0.522222222222222
6;13;1;"I";0.188888888888889
6;14;1;"I";0.2
6;15;1;"I";0.644444444444444
6;16;1;"I";0.488888888888889
6;17;1;"I";0.533333333333333
6;18;1;"I";0.433333333333333
6;19;1;"I";0.533333333333333
6;20;1;"I";0.466666666666667
6;21;1;"I";0.266666666666667
6;22;1;"I";0.388888888888889
6;23;1;"I";0.433333333333334
6;24;1;"I";0.366666666666666
6;25;1;"I";0.522222222222222
6;26;1;"I";0.477777777777778
6;27;1;"I";0.522222222222222
6;28;1;"I";0.511111111111111
6;29;1;"I";0.611111111111111
6;30;1;"I";0.511111111111111
6;31;1;"I";0.533333333333333
6;32;1;"I";0.466666666666667
6;33;1;"I";0.477777777777778
6;34;1;"I";0.244444444444444
6;35;1;"I";0.544444444444444
6;36;1;"I";0.366666666666667
6;37;1;"I";0.511111111111111
6;38;1;"I";0.411111111111111
6;39;1;"I";0.477777777777778
6;40;1;"I";0.466666666666667
6;41;1;"I";0.511111111111111
6;42;1;"I";0.355555555555556
6;43;1;"I";0.477777777777778
6;44;1;"I";0.066666666666667
6;45;1;"I";0.555555555555556
6;46;1;"I";0.388888888888889
6;47;1;"I";0.455555555555555
6;48;1;"I";0.533333333333333
6;49;1;"I";0.511111111111111
6;50;1;"I";0.488888888888889
6;51;1;"I";0.333333333333333
6;52;1;"I";0.311111111111111
6;53;1;"I";0.422222222222222
6;54;1;"I";0.444444444444444
6;55;1;"I";0.277777777777778
6;56;1;"I";0.588888888888889
6;57;1;"I";0.244444444444444
6;58;1;"I";0.0555555555555557
6;59;1;"I";0.555555555555556
6;60;1;"I";0.544444444444444
6;61;1;"I";0.411111111111111
6;62;1;"I";0.311111111111111
6;63;1;"I";0.166666666666667
6;64;1;"I";0.477777777777778
6;65;1;"I";0.277777777777778
6;66;1;"I";0.0888888888888887
6;67;1;"I";0.411111111111111
6;68;1;"I";0.4
6;69;1;"I";0.411111111111111
6;70;1;"I";0.466666666666667
6;71;1;"I";0.344444444444445
6;72;1;"I";0.455555555555556
6;73;1;"I";0.388888888888889
6;74;1;"I";0.277777777777778
6;75;1;"I";0.133333333333333
6;76;1;"I";0.544444444444444
6;77;1;"I";0.0555555555555554
6;78;1;"I";0.411111111111111
6;79;1;"I";0.544444444444444
6;80;1;"I";0.488888888888889
6;81;1;"I";0.7
6;82;1;"I";0.455555555555556
6;83;1;"I";0.377777777777778
6;84;1;"I";0.311111111111111
6;85;1;"I";0.466666666666667
6;86;1;"I";0.511111111111111
6;87;1;"I";0.122222222222222
6;88;1;"I";0.288888888888889
6;89;1;"I";0.6
6;90;1;"I";0.511111111111111
6;91;1;"I";0.266666666666667
6;92;1;"I";0.488888888888889
6;93;1;"I";0.488888888888889
6;94;1;"I";0.355555555555555
6;95;1;"I";0.166666666666667
6;96;1;"I";0.322222222222222
6;97;1;"I";0.422222222222222
6;98;1;"I";0.244444444444445
6;99;1;"I";0.0666666666666667
6;100;1;"I";0.344444444444445
7;1;2;"BVP1";0.911111111111111
7;2;2;"BVP1";0.666666666666666
7;3;2;"BVP1";0.633333333333333
7;4;2;"BVP1";0.622222222222222
7;5;2;"BVP1";0.666666666666667
7;6;2;"BVP1";0.7
7;7;2;"BVP1";0.622222222222222
7;8;2;"BVP1";0.622222222222222
7;9;2;"BVP1";0.733333333333333
7;10;2;"BVP1";0.677777777777778
7;11;2;"BVP1";0.833333333333334
7;12;2;"BVP1";0.755555555555555
7;13;2;"BVP1";0.755555555555556
7;14;2;"BVP1";0.788888888888889
7;15;2;"BVP1";0.755555555555555
7;16;2;"BVP1";0.811111111111111
7;17;2;"BVP1";0.844444444444445
7;18;2;"BVP1";0.655555555555556
7;19;2;"BVP1";0.8
7;20;2;"BVP1";0.733333333333333
7;21;2;"BVP1";0.8
7;22;2;"BVP1";0.766666666666667
7;23;2;"BVP1";0.8
7;24;2;"BVP1";0.611111111111111
7;25;2;"BVP1";0.666666666666667
7;26;2;"BVP1";0.833333333333333
7;27;2;"BVP1";0.711111111111111
7;28;2;"BVP1";0.733333333333333
7;29;2;"BVP1";0.811111111111111
7;30;2;"BVP1";0.888888888888889
7;31;2;"BVP1";0.833333333333334
7;32;2;"BVP1";0.711111111111111
7;33;2;"BVP1";0.888888888888889
7;34;2;"BVP1";0.677777777777778
7;35;2;"BVP1";0.755555555555556
7;36;2;"BVP1";0.655555555555556
7;37;2;"BVP1";0.7
7;38;2;"BVP1";0.688888888888889
7;39;2;"BVP1";0.711111111111111
7;40;2;"BVP1";0.588888888888889
7;41;2;"BVP1";0.7
7;42;2;"BVP1";0.755555555555555
7;43;2;"BVP1";0.733333333333333
7;44;2;"BVP1";0.755555555555556
7;45;2;"BVP1";1
7;46;2;"BVP1";0.766666666666667
7;47;2;"BVP1";0.733333333333333
7;48;2;"BVP1";0.788888888888889
7;49;2;"BVP1";0.622222222222222
7;50;2;"BVP1";0.6
7;51;2;"BVP1";0.733333333333333
7;52;2;"BVP1";0.777777777777778
7;53;2;"BVP1";0.855555555555555
7;54;2;"BVP1";0.655555555555556
7;55;2;"BVP1";0.855555555555555
7;56;2;"BVP1";0.933333333333333
7;57;2;"BVP1";0.288888888888889
7;58;2;"BVP1";0.755555555555555
7;59;2;"BVP1";0.644444444444444
7;60;2;"BVP1";0.611111111111111
7;61;2;"BVP1";0.955555555555556
7;62;2;"BVP1";0.644444444444444
7;63;2;"BVP1";0.755555555555556
7;64;2;"BVP1";0.744444444444444
7;65;2;"BVP1";0.955555555555556
7;66;2;"BVP1";0.711111111111111
7;67;2;"BVP1";0.711111111111111
7;68;2;"BVP1";0.577777777777778
7;69;2;"BVP1";0.577777777777778
7;70;2;"BVP1";0.666666666666667
7;71;2;"BVP1";0.811111111111111
7;72;2;"BVP1";0.733333333333333
7;73;2;"BVP1";0.611111111111111
7;74;2;"BVP1";0.655555555555555
7;75;2;"BVP1";0.877777777777778
7;76;2;"BVP1";0.944444444444445
7;77;2;"BVP1";0.577777777777778
7;78;2;"BVP1";0.744444444444445
7;79;2;"BVP1";0.733333333333334
7;80;2;"BVP1";0.722222222222222
7;81;2;"BVP1";0.722222222222222
7;82;2;"BVP1";0.944444444444444
7;83;2;"BVP1";0.633333333333333
7;84;2;"BVP1";0.0444444444444444
7;85;2;"BVP1";0.733333333333333
7;86;2;"BVP1";0.944444444444445
7;87;2;"BVP1";0.788888888888889
7;88;2;"BVP1";0.8
7;89;2;"BVP1";0.733333333333333
7;90;2;"BVP1";0.0777777777777778
7;91;2;"BVP1";0.7
7;92;2;"BVP1";0.666666666666667
7;93;2;"BVP1";0.688888888888889
7;94;2;"BVP1";0.922222222222222
7;95;2;"BVP1";0.788888888888889
7;96;2;"BVP1";0.0444444444444444
7;97;2;"BVP1";0.822222222222222
7;98;2;"BVP1";0.0666666666666667
7;99;2;"BVP1";0.722222222222222
7;100;2;"BVP1";0.233333333333333
8;1;2;"BVP2";0.611111111111111
8;2;2;"BVP2";0.733333333333334
8;3;2;"BVP2";0.777777777777778
8;4;2;"BVP2";0.711111111111111
8;5;2;"BVP2";0.711111111111111
8;6;2;"BVP2";0.677777777777778
8;7;2;"BVP2";0.777777777777778
8;8;2;"BVP2";0.711111111111111
8;9;2;"BVP2";0.744444444444444
8;10;2;"BVP2";0.644444444444445
8;11;2;"BVP2";0.711111111111111
8;12;2;"BVP2";0.677777777777778
8;13;2;"BVP2";0.788888888888889
8;14;2;"BVP2";0.766666666666667
8;15;2;"BVP2";0.644444444444444
8;16;2;"BVP2";0.7
8;17;2;"BVP2";0.666666666666667
8;18;2;"BVP2";0.611111111111111
8;19;2;"BVP2";0.688888888888889
8;20;2;"BVP2";0.733333333333333
8;21;2;"BVP2";0.722222222222222
8;22;2;"BVP2";0.666666666666667
8;23;2;"BVP2";0.722222222222222
8;24;2;"BVP2";0.733333333333334
8;25;2;"BVP2";0.733333333333333
8;26;2;"BVP2";0.677777777777778
8;27;2;"BVP2";0.766666666666667
8;28;2;"BVP2";0.844444444444445
8;29;2;"BVP2";0.688888888888889
8;30;2;"BVP2";0.633333333333333
8;31;2;"BVP2";0.733333333333333
8;32;2;"BVP2";0.744444444444444
8;33;2;"BVP2";0.711111111111111
8;34;2;"BVP2";0.633333333333333
8;35;2;"BVP2";0.7
8;36;2;"BVP2";0.688888888888889
8;37;2;"BVP2";0.755555555555556
8;38;2;"BVP2";0.766666666666667
8;39;2;"BVP2";0.644444444444445
8;40;2;"BVP2";0.688888888888889
