"ind";"experiment";"cond";"model";"performance"
19;3;"VP1";"2scal";0.6
19;3;"VP1";"pfirst";0.66
19;3;"VP1";"rnonc";0.58
19;3;"VP1";"sev";0.67
19;3;"VP1";"vfirst";0.75
19;3;"VP1";"wta";0.62
19;3;"VP2";"2scal";0.65
19;3;"VP2";"pfirst";0.53
19;3;"VP2";"rnonc";0.54
19;3;"VP2";"sev";0.73
19;3;"VP2";"vfirst";0.74
19;3;"VP2";"wta";0.74
19;3;"VP3";"2scal";0.7
19;3;"VP3";"pfirst";0.57
19;3;"VP3";"rnonc";0.67
19;3;"VP3";"sev";0.67
19;3;"VP3";"vfirst";0.8
19;3;"VP3";"wta";0.68
19;3;"VP4";"2scal";0.66
19;3;"VP4";"pfirst";0.6
19;3;"VP4";"rnonc";0.64
19;3;"VP4";"sev";0.71
19;3;"VP4";"vfirst";0.75
19;3;"VP4";"wta";0.67
20;1;"BPV1";"2scal";0.65
20;1;"BPV1";"pfirst";0.63
20;1;"BPV1";"rnonc";0.61
20;1;"BPV1";"sev";0.68
20;1;"BPV1";"vfirst";0.71
20;1;"BPV1";"wta";0.63
20;1;"BPV2";"2scal";0.71
20;1;"BPV2";"pfirst";0.72
20;1;"BPV2";"rnonc";0.59
20;1;"BPV2";"sev";0.74
20;1;"BPV2";"vfirst";0.72
20;1;"BPV2";"wta";0.65
20;1;"BVP1";"2scal";0.82
20;1;"BVP1";"pfirst";0.61
20;1;"BVP1";"rnonc";0.62
20;1;"BVP1";"sev";0.8
20;1;"BVP1";"vfirst";0.92
20;1;"BVP1";"wta";0.8
20;1;"BVP2";"2scal";0.81
20;1;"BVP2";"pfirst";0.63
20;1;"BVP2";"rnonc";0.66
20;1;"BVP2";"sev";0.66
20;1;"BVP2";"vfirst";0.87
20;1;"BVP2";"wta";0.84
20;1;"C";"2scal";0.82
20;1;"C";"pfirst";0.78
20;1;"C";"rnonc";0.78
20;1;"C";"sev";0.78
20;1;"C";"vfirst";0.95
20;1;"C";"wta";0.88
20;1;"I";"2scal";0.63
20;1;"I";"pfirst";0.49
20;1;"I";"rnonc";0.53
20;1;"I";"sev";0.7
20;1;"I";"vfirst";0.86
20;1;"I";"wta";0.6
20;2;"BPV1";"2scal";0.84
20;2;"BPV1";"pfirst";0.76
20;2;"BPV1";"rnonc";0.67
20;2;"BPV1";"sev";0.78
20;2;"BPV1";"vfirst";0.82
20;2;"BPV1";"wta";0.83
20;2;"BPV2";"2scal";0.85
20;2;"BPV2";"pfirst";0.81
20;2;"BPV2";"rnonc";0.64
20;2;"BPV2";"sev";0.87
20;2;"BPV2";"vfirst";0.81
20;2;"BPV2";"wta";0.81
20;2;"BVP1";"2scal";0.73
20;2;"BVP1";"pfirst";0.7
20;2;"BVP1";"rnonc";0.66
20;2;"BVP1";"sev";0.81
20;2;"BVP1";"vfirst";0.95
20;2;"BVP1";"wta";0.73
20;2;"BVP2";"2scal";0.82
20;2;"BVP2";"pfirst";0.54
20;2;"BVP2";"rnonc";0.66
20;2;"BVP2";"sev";0.79
20;2;"BVP2";"vfirst";0.94
20;2;"BVP2";"wta";0.78
20;2;"C";"2scal";0.85
20;2;"C";"pfirst";0.84
20;2;"C";"rnonc";0.67
20;2;"C";"sev";0.86
20;2;"C";"vfirst";0.95
20;2;"C";"wta";0.91
20;2;"I";"2scal";0.58
20;2;"I";"pfirst";0.3
20;2;"I";"rnonc";0.48
20;2;"I";"sev";0.51
20;2;"I";"vfirst";0.86
20;2;"I";"wta";0.48
20;3;"PV1";"2scal";0.67
20;3;"PV1";"pfirst";0.65
20;3;"PV1";"rnonc";0.6
20;3;"PV1";"sev";0.7
20;3;"PV1";"vfirst";0.64
20;3;"PV1";"wta";0.71
20;3;"PV2";"2scal";0.7
20;3;"PV2";"pfirst";0.64
20;3;"PV2";"rnonc";0.59
20;3;"PV2";"sev";0.69
20;3;"PV2";"vfirst";0.72
20;3;"PV2";"wta";0.65
20;3;"PV3";"2scal";0.68
20;3;"PV3";"pfirst";0.67
20;3;"PV3";"rnonc";0.67
20;3;"PV3";"sev";0.88
20;3;"PV3";"vfirst";0.73
20;3;"PV3";"wta";0.69
20;3;"PV4";"2scal";0.69
20;3;"PV4";"pfirst";0.64
20;3;"PV4";"rnonc";0.59
20;3;"PV4";"sev";0.73
20;3;"PV4";"vfirst";0.74
20;3;"PV4";"wta";0.71
20;3;"VP1";"2scal";0.74
20;3;"VP1";"pfirst";0.63
20;3;"VP1";"rnonc";0.66
20;3;"VP1";"sev";0.65
20;3;"VP1";"vfirst";0.74
20;3;"VP1";"wta";0.73
20;3;"VP2";"2scal";0.7
20;3;"VP2";"pfirst";0.6
20;3;"VP2";"rnonc";0.63
20;3;"VP2";"sev";0.68
20;3;"VP2";"vfirst";0.81
20;3;"VP2";"wta";0.72
20;3;"VP3";"2scal";0.69
20;3;"VP3";"pfirst";0.62
20;3;"VP3";"rnonc";0.55
20;3;"VP3";"sev";0.78
20;3;"VP3";"vfirst";0.76
20;3;"VP3";"wta";0.65
20;3;"VP4";"2scal";0.73
20;3;"VP4";"pfirst";0.62
20;3;"VP4";"rnonc";0.64
20;3;"VP4";"sev";0.74
20;3;"VP4";"vfirst";0.8
20;3;"VP4";"wta";0.64
21;1;"BPV1";"2scal";0.67
21;1;"BPV1";"pfirst";0.72
21;1;"BPV1";"rnonc";0.61
21;1;"BPV1";"sev";0.74
21;1;"BPV1";"vfirst";0.66
21;1;"BPV1";"wta";0.7
21;1;"BPV2";"2scal";0.64
21;1;"BPV2";"pfirst";0.67
21;1;"BPV2";"rnonc";0.64
21;1;"BPV2";"sev";0.76
21;1;"BPV2";"vfirst";0.64
21;1;"BPV2";"wta";0.75
21;1;"BVP1";"2scal";0.77
21;1;"BVP1";"pfirst";0.59
21;1;"BVP1";"rnonc";0.58
21;1;"BVP1";"sev";0.74
21;1;"BVP1";"vfirst";0.93
21;1;"BVP1";"wta";0.8
21;1;"BVP2";"2scal";0.81
21;1;"BVP2";"pfirst";0.63
21;1;"BVP2";"rnonc";0.71
21;1;"BVP2";"sev";0.76
21;1;"BVP2";"vfirst";0.87
21;1;"BVP2";"wta";0.78
21;1;"C";"2scal";0.85
21;1;"C";"pfirst";0.79
21;1;"C";"rnonc";0.76
21;1;"C";"sev";0.74
21;1;"C";"vfirst";0.96
21;1;"C";"wta";0.85
21;1;"I";"2scal";0.59
21;1;"I";"pfirst";0.44
21;1;"I";"rnonc";0.56
21;1;"I";"sev";0.65
21;1;"I";"vfirst";0.85
21;1;"I";"wta";0.65
21;2;"BPV1";"2scal";0.82
21;2;"BPV1";"pfirst";0.82
21;2;"BPV1";"rnonc";0.65
21;2;"BPV1";"sev";0.71
21;2;"BPV1";"vfirst";0.8
21;2;"BPV1";"wta";0.72
21;2;"BPV2";"2scal";0.74
21;2;"BPV2";"pfirst";0.78
21;2;"BPV2";"rnonc";0.67
21;2;"BPV2";"sev";0.79
21;2;"BPV2";"vfirst";0.76
21;2;"BPV2";"wta";0.76
21;2;"BVP1";"2scal";0.81
21;2;"BVP1";"pfirst";0.65
21;2;"BVP1";"rnonc";0.69
21;2;"BVP1";"sev";0.77
21;2;"BVP1";"vfirst";0.9
21;2;"BVP1";"wta";0.72
21;2;"BVP2";"2scal";0.81
21;2;"BVP2";"pfirst";0.59
21;2;"BVP2";"rnonc";0.61
21;2;"BVP2";"sev";0.81
21;2;"BVP2";"vfirst";0.95
21;2;"BVP2";"wta";0.77
21;2;"C";"2scal";0.84
21;2;"C";"pfirst";0.86
21;2;"C";"rnonc";0.77
21;2;"C";"sev";0.84
21;2;"C";"vfirst";0.97
21;2;"C";"wta";0.92
21;2;"I";"2scal";0.54
21;2;"I";"pfirst";0.24
21;2;"I";"rnonc";0.54
21;2;"I";"sev";0.63
21;2;"I";"vfirst";0.86
21;2;"I";"wta";0.39
21;3;"PV1";"2scal";0.7
21;3;"PV1";"pfirst";0.54
21;3;"PV1";"rnonc";0.69
21;3;"PV1";"sev";0.57
21;3;"PV1";"vfirst";0.76
21;3;"PV1";"wta";0.69
21;3;"PV2";"2scal";0.74
21;3;"PV2";"pfirst";0.75
21;3;"PV2";"rnonc";0.65
21;3;"PV2";"sev";0.71
21;3;"PV2";"vfirst";0.73
21;3;"PV2";"wta";0.76
21;3;"PV3";"2scal";0.67
21;3;"PV3";"pfirst";0.65
21;3;"PV3";"rnonc";0.59
21;3;"PV3";"sev";0.72
21;3;"PV3";"vfirst";0.61
21;3;"PV3";"wta";0.71
21;3;"PV4";"2scal";0.71
21;3;"PV4";"pfirst";0.66
21;3;"PV4";"rnonc";0.6
21;3;"PV4";"sev";0.75
21;3;"PV4";"vfirst";0.73
21;3;"PV4";"wta";0.66
21;3;"VP1";"2scal";0.57
21;3;"VP1";"pfirst";0.57
21;3;"VP1";"rnonc";0.48
21;3;"VP1";"sev";0.59
21;3;"VP1";"vfirst";0.8
21;3;"VP1";"wta";0.6
21;3;"VP2";"2scal";0.64
21;3;"VP2";"pfirst";0.57
21;3;"VP2";"rnonc";0.64
21;3;"VP2";"sev";0.77
21;3;"VP2";"vfirst";0.73
21;3;"VP2";"wta";0.64
21;3;"VP3";"2scal";0.75
21;3;"VP3";"pfirst";0.59
21;3;"VP3";"rnonc";0.63
21;3;"VP3";"sev";0.62
21;3;"VP3";"vfirst";0.73
21;3;"VP3";"wta";0.67
21;3;"VP4";"2scal";0.64
21;3;"VP4";"pfirst";0.57
21;3;"VP4";"rnonc";0.64
21;3;"VP4";"sev";0.74
21;3;"VP4";"vfirst";0.8
21;3;"VP4";"wta";0.66
22;1;"BPV1";"2scal";0.73
22;1;"BPV1";"pfirst";0.68
22;1;"BPV1";"rnonc";0.59
22;1;"BPV1";"sev";0.67
22;1;"BPV1";"vfirst";0.72
22;1;"BPV1";"wta";0.68
22;1;"BPV2";"2scal";0.75
22;1;"BPV2";"pfirst";0.72
22;1;"BPV2";"rnonc";0.58
22;1;"BPV2";"sev";0.65
22;1;"BPV2";"vfirst";0.71
22;1;"BPV2";"wta";0.68
22;1;"BVP1";"2scal";0.72
22;1;"BVP1";"pfirst";0.63
22;1;"BVP1";"rnonc";0.6
22;1;"BVP1";"sev";0.74
22;1;"BVP1";"vfirst";0.9
22;1;"BVP1";"wta";0.77
22;1;"BVP2";"2scal";0.81
22;1;"BVP2";"pfirst";0.53
22;1;"BVP2";"rnonc";0.54
22;1;"BVP2";"sev";0.8
22;1;"BVP2";"vfirst";0.93
22;1;"BVP2";"wta";0.73
22;1;"C";"2scal";0.76
22;1;"C";"pfirst";0.85
22;1;"C";"rnonc";0.66
22;1;"C";"sev";0.84
22;1;"C";"vfirst";0.93
22;1;"C";"wta";0.9
22;1;"I";"2scal";0.6
22;1;"I";"pfirst";0.39
22;1;"I";"rnonc";0.53
22;1;"I";"sev";0.65
22;1;"I";"vfirst";0.81
22;1;"I";"wta";0.73
22;2;"BPV1";"2scal";0.85
22;2;"BPV1";"pfirst";0.79
22;2;"BPV1";"rnonc";0.56
22;2;"BPV1";"sev";0.73
22;2;"BPV1";"vfirst";0.79
22;2;"BPV1";"wta";0.79
22;2;"BPV2";"2scal";0.79
22;2;"BPV2";"pfirst";0.79
22;2;"BPV2";"rnonc";0.56
22;2;"BPV2";"sev";0.77
22;2;"BPV2";"vfirst";0.73
22;2;"BPV2";"wta";0.82
22;2;"BVP1";"2scal";0.83
22;2;"BVP1";"pfirst";0.6
22;2;"BVP1";"rnonc";0.57
22;2;"BVP1";"sev";0.72
22;2;"BVP1";"vfirst";0.94
22;2;"BVP1";"wta";0.82
22;2;"BVP2";"2scal";0.77
22;2;"BVP2";"pfirst";0.68
22;2;"BVP2";"rnonc";0.64
22;2;"BVP2";"sev";0.69
22;2;"BVP2";"vfirst";0.94
22;2;"BVP2";"wta";0.78
22;2;"C";"2scal";0.88
22;2;"C";"pfirst";0.89
22;2;"C";"rnonc";0.78
22;2;"C";"sev";0.78
22;2;"C";"vfirst";0.94
22;2;"C";"wta";0.9
22;2;"I";"2scal";0.52
22;2;"I";"pfirst";0.3
22;2;"I";"rnonc";0.49
22;2;"I";"sev";0.49
22;2;"I";"vfirst";0.79
22;2;"I";"wta";0.47
22;3;"PV1";"2scal";0.75
22;3;"PV1";"pfirst";0.64
22;3;"PV1";"rnonc";0.68
22;3;"PV1";"sev";0.66
22;3;"PV1";"vfirst";0.63
22;3;"PV1";"wta";0.72
22;3;"PV2";"2scal";0.68
22;3;"PV2";"pfirst";0.71
22;3;"PV2";"rnonc";0.6
22;3;"PV2";"sev";0.66
22;3;"PV2";"vfirst";0.7
22;3;"PV2";"wta";0.66
22;3;"PV3";"2scal";0.71
22;3;"PV3";"pfirst";0.69
22;3;"PV3";"rnonc";0.57
22;3;"PV3";"sev";0.73
22;3;"PV3";"vfirst";0.69
22;3;"PV3";"wta";0.82
22;3;"PV4";"2scal";0.74
22;3;"PV4";"pfirst";0.71
22;3;"PV4";"rnonc";0.57
22;3;"PV4";"sev";0.6
22;3;"PV4";"vfirst";0.73
22;3;"PV4";"wta";0.65
22;3;"VP1";"2scal";0.77
22;3;"VP1";"pfirst";0.66
22;3;"VP1";"rnonc";0.6
22;3;"VP1";"sev";0.68
22;3;"VP1";"vfirst";0.75
22;3;"VP1";"wta";0.64
22;3;"VP2";"2scal";0.71
22;3;"VP2";"pfirst";0.51
22;3;"VP2";"rnonc";0.66
22;3;"VP2";"sev";0.72
22;3;"VP2";"vfirst";0.81
22;3;"VP2";"wta";0.66
22;3;"VP3";"2scal";0.68
22;3;"VP3";"pfirst";0.58
22;3;"VP3";"rnonc";0.57
22;3;"VP3";"sev";0.73
22;3;"VP3";"vfirst";0.73
22;3;"VP3";"wta";0.73
22;3;"VP4";"2scal";0.6
22;3;"VP4";"pfirst";0.61
22;3;"VP4";"rnonc";0.61
22;3;"VP4";"sev";0.64
22;3;"VP4";"vfirst";0.71
22;3;"VP4";"wta";0.67
23;1;"BPV1";"2scal";0.73
23;1;"BPV1";"pfirst";0.68
23;1;"BPV1";"rnonc";0.56
23;1;"BPV1";"sev";0.72
23;1;"BPV1";"vfirst";0.73
23;1;"BPV1";"wta";0.72
23;1;"BPV2";"2scal";0.73
23;1;"BPV2";"pfirst";0.68
23;1;"BPV2";"rnonc";0.66
23;1;"BPV2";"sev";0.64
23;1;"BPV2";"vfirst";0.78
23;1;"BPV2";"wta";0.72
23;1;"BVP1";"2scal";0.76
23;1;"BVP1";"pfirst";0.59
23;1;"BVP1";"rnonc";0.61
23;1;"BVP1";"sev";0.76
23;1;"BVP1";"vfirst";0.93
23;1;"BVP1";"wta";0.82
23;1;"BVP2";"2scal";0.71
23;1;"BVP2";"pfirst";0.66
23;1;"BVP2";"rnonc";0.65
23;1;"BVP2";"sev";0.84
23;1;"BVP2";"vfirst";0.94
23;1;"BVP2";"wta";0.8
23;1;"C";"2scal";0.81
23;1;"C";"pfirst";0.82
23;1;"C";"rnonc";0.8
23;1;"C";"sev";0.78
23;1;"C";"vfirst";0.97
23;1;"C";"wta";0.81
23;1;"I";"2scal";0.64
23;1;"I";"pfirst";0.48
23;1;"I";"rnonc";0.53
23;1;"I";"sev";0.65
23;1;"I";"vfirst";0.84
23;1;"I";"wta";0.63
23;2;"BPV1";"2scal";0.79
23;2;"BPV1";"pfirst";0.88
23;2;"BPV1";"rnonc";0.67
23;2;"BPV1";"sev";0.7
23;2;"BPV1";"vfirst";0.81
23;2;"BPV1";"wta";0.79
23;2;"BPV2";"2scal";0.77
23;2;"BPV2";"pfirst";0.72
23;2;"BPV2";"rnonc";0.62
23;2;"BPV2";"sev";0.74
23;2;"BPV2";"vfirst";0.74
23;2;"BPV2";"wta";0.85
23;2;"BVP1";"2scal";0.75
23;2;"BVP1";"pfirst";0.64
23;2;"BVP1";"rnonc";0.64
23;2;"BVP1";"sev";0.74
23;2;"BVP1";"vfirst";0.93
23;2;"BVP1";"wta";0.73
23;2;"BVP2";"2scal";0.77
23;2;"BVP2";"pfirst";0.75
23;2;"BVP2";"rnonc";0.73
23;2;"BVP2";"sev";0.75
23;2;"BVP2";"vfirst";0.92
23;2;"BVP2";"wta";0.78
23;2;"C";"2scal";0.86
23;2;"C";"pfirst";0.89
23;2;"C";"rnonc";0.84
23;2;"C";"sev";0.88
23;2;"C";"vfirst";0.94
23;2;"C";"wta";0.87
23;2;"I";"2scal";0.54
23;2;"I";"pfirst";0.24
23;2;"I";"rnonc";0.51
23;2;"I";"sev";0.54
23;2;"I";"vfirst";0.85
23;2;"I";"wta";0.47
23;3;"PV1";"2scal";0.74
23;3;"PV1";"pfirst";0.7
23;3;"PV1";"rnonc";0.66
23;3;"PV1";"sev";0.74
23;3;"PV1";"vfirst";0.75
23;3;"PV1";"wta";0.64
23;3;"PV2";"2scal";0.71
23;3;"PV2";"pfirst";0.7
23;3;"PV2";"rnonc";0.63
23;3;"PV2";"sev";0.6
23;3;"PV2";"vfirst";0.78
23;3;"PV2";"wta";0.72
23;3;"PV3";"2scal";0.56
23;3;"PV3";"pfirst";0.76
23;3;"PV3";"rnonc";0.71
23;3;"PV3";"sev";0.67
23;3;"PV3";"vfirst";0.72
23;3;"PV3";"wta";0.75
23;3;"PV4";"2scal";0.77
23;3;"PV4";"pfirst";0.74
23;3;"PV4";"rnonc";0.58
23;3;"PV4";"sev";0.66
23;3;"PV4";"vfirst";0.79
23;3;"PV4";"wta";0.75
23;3;"VP1";"2scal";0.76
23;3;"VP1";"pfirst";0.57
23;3;"VP1";"rnonc";0.65
23;3;"VP1";"sev";0.73
23;3;"VP1";"vfirst";0.8
23;3;"VP1";"wta";0.68
23;3;"VP2";"2scal";0.66
23;3;"VP2";"pfirst";0.57
23;3;"VP2";"rnonc";0.71
23;3;"VP2";"sev";0.72
23;3;"VP2";"vfirst";0.72
23;3;"VP2";"wta";0.65
23;3;"VP3";"2scal";0.72
23;3;"VP3";"pfirst";0.63
23;3;"VP3";"rnonc";0.66
23;3;"VP3";"sev";0.76
23;3;"VP3";"vfirst";0.7
23;3;"VP3";"wta";0.72
23;3;"VP4";"2scal";0.78
23;3;"VP4";"pfirst";0.6
23;3;"VP4";"rnonc";0.66
23;3;"VP4";"sev";0.62
23;3;"VP4";"vfirst";0.75
23;3;"VP4";"wta";0.68
24;1;"BPV1";"2scal";0.67
24;1;"BPV1";"pfirst";0.67
24;1;"BPV1";"rnonc";0.63
24;1;"BPV1";"sev";0.66
24;1;"BPV1";"vfirst";0.78
24;1;"BPV1";"wta";0.72
24;1;"BPV2";"2scal";0.69
24;1;"BPV2";"pfirst";0.74
24;1;"BPV2";"rnonc";0.67
24;1;"BPV2";"sev";0.71
24;1;"BPV2";"vfirst";0.66
24;1;"BPV2";"wta";0.79
24;1;"BVP1";"2scal";0.79
24;1;"BVP1";"pfirst";0.62
24;1;"BVP1";"rnonc";0.59
24;1;"BVP1";"sev";0.76
24;1;"BVP1";"vfirst";0.89
24;1;"BVP1";"wta";0.81
24;1;"BVP2";"2scal";0.87
24;1;"BVP2";"pfirst";0.67
24;1;"BVP2";"rnonc";0.64
24;1;"BVP2";"sev";0.71
24;1;"BVP2";"vfirst";0.87
24;1;"BVP2";"wta";0.77
24;1;"C";"2scal";0.8
24;1;"C";"pfirst";0.85
24;1;"C";"rnonc";0.7
24;1;"C";"sev";0.81
24;1;"C";"vfirst";0.94
24;1;"C";"wta";0.89
24;1;"I";"2scal";0.65
24;1;"I";"pfirst";0.45
24;1;"I";"rnonc";0.42
24;1;"I";"sev";0.7
24;1;"I";"vfirst";0.88
24;1;"I";"wta";0.68
24;2;"BPV1";"2scal";0.77
24;2;"BPV1";"pfirst";0.83
24;2;"BPV1";"rnonc";0.56
24;2;"BPV1";"sev";0.75
24;2;"BPV1";"vfirst";0.84
24;2;"BPV1";"wta";0.8
24;2;"BPV2";"2scal";0.77
24;2;"BPV2";"pfirst";0.78
24;2;"BPV2";"rnonc";0.66
24;2;"BPV2";"sev";0.78
24;2;"BPV2";"vfirst";0.78
24;2;"BPV2";"wta";0.69
24;2;"BVP1";"2scal";0.81
24;2;"BVP1";"pfirst";0.6
24;2;"BVP1";"rnonc";0.58
24;2;"BVP1";"sev";0.77
24;2;"BVP1";"vfirst";0.9
24;2;"BVP1";"wta";0.8
24;2;"BVP2";"2scal";0.77
24;2;"BVP2";"pfirst";0.75
24;2;"BVP2";"rnonc";0.6
24;2;"BVP2";"sev";0.79
24;2;"BVP2";"vfirst";0.95
24;2;"BVP2";"wta";0.79
24;2;"C";"2scal";0.82
24;2;"C";"pfirst";0.93
24;2;"C";"rnonc";0.74
24;2;"C";"sev";0.8
24;2;"C";"vfirst";0.94
24;2;"C";"wta";0.96
24;2;"I";"2scal";0.47
24;2;"I";"pfirst";0.19
24;2;"I";"rnonc";0.57
24;2;"I";"sev";0.54
24;2;"I";"vfirst";0.86
24;2;"I";"wta";0.52
24;3;"PV1";"2scal";0.67
24;3;"PV1";"pfirst";0.66
24;3;"PV1";"rnonc";0.63
24;3;"PV1";"sev";0.69
24;3;"PV1";"vfirst";0.69
24;3;"PV1";"wta";0.66
24;3;"PV2";"2scal";0.64
24;3;"PV2";"pfirst";0.71
24;3;"PV2";"rnonc";0.62
24;3;"PV2";"sev";0.7
24;3;"PV2";"vfirst";0.72
24;3;"PV2";"wta";0.69
24;3;"PV3";"2scal";0.63
24;3;"PV3";"pfirst";0.69
24;3;"PV3";"rnonc";0.58
24;3;"PV3";"sev";0.77
24;3;"PV3";"vfirst";0.6
24;3;"PV3";"wta";0.65
24;3;"PV4";"2scal";0.7
24;3;"PV4";"pfirst";0.65
24;3;"PV4";"rnonc";0.64
24;3;"PV4";"sev";0.7
24;3;"PV4";"vfirst";0.74
24;3;"PV4";"wta";0.65
24;3;"VP1";"2scal";0.66
24;3;"VP1";"pfirst";0.63
24;3;"VP1";"rnonc";0.57
24;3;"VP1";"sev";0.66
24;3;"VP1";"vfirst";0.81
24;3;"VP1";"wta";0.74
24;3;"VP2";"2scal";0.7
24;3;"VP2";"pfirst";0.67
24;3;"VP2";"rnonc";0.72
24;3;"VP2";"sev";0.78
24;3;"VP2";"vfirst";0.8
24;3;"VP2";"wta";0.74
24;3;"VP3";"2scal";0.69
24;3;"VP3";"pfirst";0.69
24;3;"VP3";"rnonc";0.55
24;3;"VP3";"sev";0.66
24;3;"VP3";"vfirst";0.79
24;3;"VP3";"wta";0.71
24;3;"VP4";"2scal";0.59
24;3;"VP4";"pfirst";0.63
24;3;"VP4";"rnonc";0.63
24;3;"VP4";"sev";0.68
24;3;"VP4";"vfirst";0.77
24;3;"VP4";"wta";0.66
25;1;"BPV1";"2scal";0.71
25;1;"BPV1";"pfirst";0.67
25;1;"BPV1";"rnonc";0.69
25;1;"BPV1";"sev";0.62
25;1;"BPV1";"vfirst";0.77
25;1;"BPV1";"wta";0.66
25;1;"BPV2";"2scal";0.7
25;1;"BPV2";"pfirst";0.68
25;1;"BPV2";"rnonc";0.67
25;1;"BPV2";"sev";0.6
25;1;"BPV2";"vfirst";0.68
25;1;"BPV2";"wta";0.72
25;1;"BVP1";"2scal";0.73
25;1;"BVP1";"pfirst";0.62
25;1;"BVP1";"rnonc";0.6
25;1;"BVP1";"sev";0.79
25;1;"BVP1";"vfirst";0.95
25;1;"BVP1";"wta";0.81
25;1;"BVP2";"2scal";0.78
25;1;"BVP2";"pfirst";0.73
25;1;"BVP2";"rnonc";0.68
25;1;"BVP2";"sev";0.8
25;1;"BVP2";"vfirst";0.93
25;1;"BVP2";"wta";0.81
25;1;"C";"2scal";0.82
25;1;"C";"pfirst";0.83
25;1;"C";"rnonc";0.77
25;1;"C";"sev";0.87
25;1;"C";"vfirst";0.95
25;1;"C";"wta";0.9
25;1;"I";"2scal";0.68
25;1;"I";"pfirst";0.4
25;1;"I";"rnonc";0.45
25;1;"I";"sev";0.7
25;1;"I";"vfirst";0.9
25;1;"I";"wta";0.67
25;2;"BPV1";"2scal";0.8
25;2;"BPV1";"pfirst";0.82
25;2;"BPV1";"rnonc";0.64
25;2;"BPV1";"sev";0.72
25;2;"BPV1";"vfirst";0.8
25;2;"BPV1";"wta";0.81
25;2;"BPV2";"2scal";0.83
25;2;"BPV2";"pfirst";0.83
25;2;"BPV2";"rnonc";0.59
25;2;"BPV2";"sev";0.82
25;2;"BPV2";"vfirst";0.83
25;2;"BPV2";"wta";0.75
25;2;"BVP1";"2scal";0.78
25;2;"BVP1";"pfirst";0.7
25;2;"BVP1";"rnonc";0.65
25;2;"BVP1";"sev";0.77
25;2;"BVP1";"vfirst";0.94
25;2;"BVP1";"wta";0.7
25;2;"BVP2";"2scal";0.79
25;2;"BVP2";"pfirst";0.6
25;2;"BVP2";"rnonc";0.68
25;2;"BVP2";"sev";0.79
25;2;"BVP2";"vfirst";0.95
25;2;"BVP2";"wta";0.82
25;2;"C";"2scal";0.89
25;2;"C";"pfirst";0.83
25;2;"C";"rnonc";0.72
25;2;"C";"sev";0.76
25;2;"C";"vfirst";0.95
25;2;"C";"wta";0.94
25;2;"I";"2scal";0.52
25;2;"I";"pfirst";0.23
25;2;"I";"rnonc";0.5
25;2;"I";"sev";0.49
25;2;"I";"vfirst";0.9
25;2;"I";"wta";0.44
25;3;"PV1";"2scal";0.68
25;3;"PV1";"pfirst";0.63
25;3;"PV1";"rnonc";0.58
25;3;"PV1";"sev";0.69
25;3;"PV1";"vfirst";0.74
25;3;"PV1";"wta";0.75
25;3;"PV2";"2scal";0.71
25;3;"PV2";"pfirst";0.73
25;3;"PV2";"rnonc";0.57
25;3;"PV2";"sev";0.69
25;3;"PV2";"vfirst";0.66
25;3;"PV2";"wta";0.62
25;3;"PV3";"2scal";0.67
25;3;"PV3";"pfirst";0.64
25;3;"PV3";"rnonc";0.53
25;3;"PV3";"sev";0.65
25;3;"PV3";"vfirst";0.68
25;3;"PV3";"wta";0.69
25;3;"PV4";"2scal";0.72
25;3;"PV4";"pfirst";0.74
25;3;"PV4";"rnonc";0.57
25;3;"PV4";"sev";0.66
25;3;"PV4";"vfirst";0.78
25;3;"PV4";"wta";0.71
25;3;"VP1";"2scal";0.64
25;3;"VP1";"pfirst";0.6
25;3;"VP1";"rnonc";0.65
25;3;"VP1";"sev";0.7
25;3;"VP1";"vfirst";0.76
25;3;"VP1";"wta";0.66
25;3;"VP2";"2scal";0.76
25;3;"VP2";"pfirst";0.63
25;3;"VP2";"rnonc";0.66
25;3;"VP2";"sev";0.66
25;3;"VP2";"vfirst";0.79
25;3;"VP2";"wta";0.67
25;3;"VP3";"2scal";0.64
25;3;"VP3";"pfirst";0.56
25;3;"VP3";"rnonc";0.67
25;3;"VP3";"sev";0.68
25;3;"VP3";"vfirst";0.73
25;3;"VP3";"wta";0.65
25;3;"VP4";"2scal";0.8
25;3;"VP4";"pfirst";0.56
25;3;"VP4";"rnonc";0.6
25;3;"VP4";"sev";0.67
25;3;"VP4";"vfirst";0.68
25;3;"VP4";"wta";0.68
26;1;"BPV1";"2scal";0.72
26;1;"BPV1";"pfirst";0.65
26;1;"BPV1";"rnonc";0.63
26;1;"BPV1";"sev";0.64
26;1;"BPV1";"vfirst";0.62
26;1;"BPV1";"wta";0.66
26;1;"BPV2";"2scal";0.77
26;1;"BPV2";"pfirst";0.78
26;1;"BPV2";"rnonc";0.63
26;1;"BPV2";"sev";0.66
26;1;"BPV2";"vfirst";0.69
26;1;"BPV2";"wta";0.68
26;1;"BVP1";"2scal";0.74
26;1;"BVP1";"pfirst";0.57
26;1;"BVP1";"rnonc";0.64
26;1;"BVP1";"sev";0.77
26;1;"BVP1";"vfirst";0.95
26;1;"BVP1";"wta";0.76
26;1;"BVP2";"2scal";0.8
26;1;"BVP2";"pfirst";0.66
26;1;"BVP2";"rnonc";0.7
26;1;"BVP2";"sev";0.77
26;1;"BVP2";"vfirst";0.89
26;1;"BVP2";"wta";0.8
