"ind";"experiment";"cond";"model";"performance"
45;3;"VP1";"pfirst";0.58
45;3;"VP1";"rnonc";0.57
45;3;"VP1";"sev";0.74
45;3;"VP1";"vfirst";0.8
45;3;"VP1";"wta";0.72
45;3;"VP2";"2scal";0.67
45;3;"VP2";"pfirst";0.51
45;3;"VP2";"rnonc";0.62
45;3;"VP2";"sev";0.72
45;3;"VP2";"vfirst";0.74
45;3;"VP2";"wta";0.65
45;3;"VP3";"2scal";0.68
45;3;"VP3";"pfirst";0.58
45;3;"VP3";"rnonc";0.62
45;3;"VP3";"sev";0.64
45;3;"VP3";"vfirst";0.81
45;3;"VP3";"wta";0.74
45;3;"VP4";"2scal";0.7
45;3;"VP4";"pfirst";0.52
45;3;"VP4";"rnonc";0.66
45;3;"VP4";"sev";0.7
45;3;"VP4";"vfirst";0.82
45;3;"VP4";"wta";0.77
46;1;"BPV1";"2scal";0.7
46;1;"BPV1";"pfirst";0.73
46;1;"BPV1";"rnonc";0.57
46;1;"BPV1";"sev";0.72
46;1;"BPV1";"vfirst";0.73
46;1;"BPV1";"wta";0.71
46;1;"BPV2";"2scal";0.71
46;1;"BPV2";"pfirst";0.67
46;1;"BPV2";"rnonc";0.58
46;1;"BPV2";"sev";0.69
46;1;"BPV2";"vfirst";0.67
46;1;"BPV2";"wta";0.66
46;1;"BVP1";"2scal";0.76
46;1;"BVP1";"pfirst";0.53
46;1;"BVP1";"rnonc";0.68
46;1;"BVP1";"sev";0.81
46;1;"BVP1";"vfirst";0.92
46;1;"BVP1";"wta";0.84
46;1;"BVP2";"2scal";0.75
46;1;"BVP2";"pfirst";0.66
46;1;"BVP2";"rnonc";0.57
46;1;"BVP2";"sev";0.77
46;1;"BVP2";"vfirst";0.91
46;1;"BVP2";"wta";0.9
46;1;"C";"2scal";0.86
46;1;"C";"pfirst";0.73
46;1;"C";"rnonc";0.75
46;1;"C";"sev";0.82
46;1;"C";"vfirst";0.95
46;1;"C";"wta";0.87
46;1;"I";"2scal";0.77
46;1;"I";"pfirst";0.43
46;1;"I";"rnonc";0.56
46;1;"I";"sev";0.62
46;1;"I";"vfirst";0.89
46;1;"I";"wta";0.69
46;2;"BPV1";"2scal";0.74
46;2;"BPV1";"pfirst";0.81
46;2;"BPV1";"rnonc";0.61
46;2;"BPV1";"sev";0.76
46;2;"BPV1";"vfirst";0.82
46;2;"BPV1";"wta";0.81
46;2;"BPV2";"2scal";0.83
46;2;"BPV2";"pfirst";0.81
46;2;"BPV2";"rnonc";0.6
46;2;"BPV2";"sev";0.78
46;2;"BPV2";"vfirst";0.82
46;2;"BPV2";"wta";0.82
46;2;"BVP1";"2scal";0.78
46;2;"BVP1";"pfirst";0.72
46;2;"BVP1";"rnonc";0.63
46;2;"BVP1";"sev";0.77
46;2;"BVP1";"vfirst";0.9
46;2;"BVP1";"wta";0.85
46;2;"BVP2";"2scal";0.86
46;2;"BVP2";"pfirst";0.64
46;2;"BVP2";"rnonc";0.74
46;2;"BVP2";"sev";0.72
46;2;"BVP2";"vfirst";0.91
46;2;"BVP2";"wta";0.84
46;2;"C";"2scal";0.82
46;2;"C";"pfirst";0.91
46;2;"C";"rnonc";0.69
46;2;"C";"sev";0.72
46;2;"C";"vfirst";0.98
46;2;"C";"wta";0.92
46;2;"I";"2scal";0.48
46;2;"I";"pfirst";0.31
46;2;"I";"rnonc";0.56
46;2;"I";"sev";0.52
46;2;"I";"vfirst";0.91
46;2;"I";"wta";0.59
46;3;"PV1";"2scal";0.73
46;3;"PV1";"pfirst";0.67
46;3;"PV1";"rnonc";0.62
46;3;"PV1";"sev";0.75
46;3;"PV1";"vfirst";0.61
46;3;"PV1";"wta";0.76
46;3;"PV2";"2scal";0.71
46;3;"PV2";"pfirst";0.64
46;3;"PV2";"rnonc";0.59
46;3;"PV2";"sev";0.77
46;3;"PV2";"vfirst";0.73
46;3;"PV2";"wta";0.69
46;3;"PV3";"2scal";0.73
46;3;"PV3";"pfirst";0.61
46;3;"PV3";"rnonc";0.57
46;3;"PV3";"sev";0.61
46;3;"PV3";"vfirst";0.72
46;3;"PV3";"wta";0.71
46;3;"PV4";"2scal";0.72
46;3;"PV4";"pfirst";0.69
46;3;"PV4";"rnonc";0.66
46;3;"PV4";"sev";0.72
46;3;"PV4";"vfirst";0.73
46;3;"PV4";"wta";0.71
46;3;"VP1";"2scal";0.71
46;3;"VP1";"pfirst";0.64
46;3;"VP1";"rnonc";0.67
46;3;"VP1";"sev";0.73
46;3;"VP1";"vfirst";0.76
46;3;"VP1";"wta";0.67
46;3;"VP2";"2scal";0.74
46;3;"VP2";"pfirst";0.67
46;3;"VP2";"rnonc";0.66
46;3;"VP2";"sev";0.65
46;3;"VP2";"vfirst";0.77
46;3;"VP2";"wta";0.69
46;3;"VP3";"2scal";0.67
46;3;"VP3";"pfirst";0.62
46;3;"VP3";"rnonc";0.64
46;3;"VP3";"sev";0.64
46;3;"VP3";"vfirst";0.73
46;3;"VP3";"wta";0.66
46;3;"VP4";"2scal";0.68
46;3;"VP4";"pfirst";0.5
46;3;"VP4";"rnonc";0.59
46;3;"VP4";"sev";0.74
46;3;"VP4";"vfirst";0.79
46;3;"VP4";"wta";0.63
47;1;"BPV1";"2scal";0.73
47;1;"BPV1";"pfirst";0.68
47;1;"BPV1";"rnonc";0.65
47;1;"BPV1";"sev";0.82
47;1;"BPV1";"vfirst";0.7
47;1;"BPV1";"wta";0.66
47;1;"BPV2";"2scal";0.75
47;1;"BPV2";"pfirst";0.6
47;1;"BPV2";"rnonc";0.61
47;1;"BPV2";"sev";0.62
47;1;"BPV2";"vfirst";0.77
47;1;"BPV2";"wta";0.65
47;1;"BVP1";"2scal";0.81
47;1;"BVP1";"pfirst";0.64
47;1;"BVP1";"rnonc";0.62
47;1;"BVP1";"sev";0.77
47;1;"BVP1";"vfirst";0.96
47;1;"BVP1";"wta";0.76
47;1;"BVP2";"2scal";0.81
47;1;"BVP2";"pfirst";0.61
47;1;"BVP2";"rnonc";0.62
47;1;"BVP2";"sev";0.71
47;1;"BVP2";"vfirst";0.9
47;1;"BVP2";"wta";0.79
47;1;"C";"2scal";0.82
47;1;"C";"pfirst";0.81
47;1;"C";"rnonc";0.69
47;1;"C";"sev";0.79
47;1;"C";"vfirst";0.92
47;1;"C";"wta";0.86
47;1;"I";"2scal";0.63
47;1;"I";"pfirst";0.4
47;1;"I";"rnonc";0.48
47;1;"I";"sev";0.67
47;1;"I";"vfirst";0.87
47;1;"I";"wta";0.63
47;2;"BPV1";"2scal";0.76
47;2;"BPV1";"pfirst";0.82
47;2;"BPV1";"rnonc";0.6
47;2;"BPV1";"sev";0.68
47;2;"BPV1";"vfirst";0.81
47;2;"BPV1";"wta";0.83
47;2;"BPV2";"2scal";0.7
47;2;"BPV2";"pfirst";0.77
47;2;"BPV2";"rnonc";0.59
47;2;"BPV2";"sev";0.73
47;2;"BPV2";"vfirst";0.74
47;2;"BPV2";"wta";0.87
47;2;"BVP1";"2scal";0.79
47;2;"BVP1";"pfirst";0.65
47;2;"BVP1";"rnonc";0.6
47;2;"BVP1";"sev";0.79
47;2;"BVP1";"vfirst";0.87
47;2;"BVP1";"wta";0.79
47;2;"BVP2";"2scal";0.76
47;2;"BVP2";"pfirst";0.74
47;2;"BVP2";"rnonc";0.61
47;2;"BVP2";"sev";0.78
47;2;"BVP2";"vfirst";0.92
47;2;"BVP2";"wta";0.74
47;2;"C";"2scal";0.87
47;2;"C";"pfirst";0.87
47;2;"C";"rnonc";0.74
47;2;"C";"sev";0.78
47;2;"C";"vfirst";0.98
47;2;"C";"wta";0.89
47;2;"I";"2scal";0.59
47;2;"I";"pfirst";0.33
47;2;"I";"rnonc";0.38
47;2;"I";"sev";0.54
47;2;"I";"vfirst";0.82
47;2;"I";"wta";0.51
47;3;"PV1";"2scal";0.69
47;3;"PV1";"pfirst";0.72
47;3;"PV1";"rnonc";0.6
47;3;"PV1";"sev";0.65
47;3;"PV1";"vfirst";0.73
47;3;"PV1";"wta";0.66
47;3;"PV2";"2scal";0.75
47;3;"PV2";"pfirst";0.76
47;3;"PV2";"rnonc";0.65
47;3;"PV2";"sev";0.82
47;3;"PV2";"vfirst";0.7
47;3;"PV2";"wta";0.76
47;3;"PV3";"2scal";0.68
47;3;"PV3";"pfirst";0.8
47;3;"PV3";"rnonc";0.68
47;3;"PV3";"sev";0.76
47;3;"PV3";"vfirst";0.72
47;3;"PV3";"wta";0.67
47;3;"PV4";"2scal";0.65
47;3;"PV4";"pfirst";0.7
47;3;"PV4";"rnonc";0.59
47;3;"PV4";"sev";0.75
47;3;"PV4";"vfirst";0.65
47;3;"PV4";"wta";0.71
47;3;"VP1";"2scal";0.74
47;3;"VP1";"pfirst";0.63
47;3;"VP1";"rnonc";0.5
47;3;"VP1";"sev";0.66
47;3;"VP1";"vfirst";0.8
47;3;"VP1";"wta";0.69
47;3;"VP2";"2scal";0.62
47;3;"VP2";"pfirst";0.59
47;3;"VP2";"rnonc";0.69
47;3;"VP2";"sev";0.73
47;3;"VP2";"vfirst";0.74
47;3;"VP2";"wta";0.74
47;3;"VP3";"2scal";0.79
47;3;"VP3";"pfirst";0.62
47;3;"VP3";"rnonc";0.6
47;3;"VP3";"sev";0.68
47;3;"VP3";"vfirst";0.79
47;3;"VP3";"wta";0.69
47;3;"VP4";"2scal";0.79
47;3;"VP4";"pfirst";0.61
47;3;"VP4";"rnonc";0.6
47;3;"VP4";"sev";0.71
47;3;"VP4";"vfirst";0.75
47;3;"VP4";"wta";0.72
48;1;"BPV1";"2scal";0.66
48;1;"BPV1";"pfirst";0.69
48;1;"BPV1";"rnonc";0.56
48;1;"BPV1";"sev";0.73
48;1;"BPV1";"vfirst";0.72
48;1;"BPV1";"wta";0.68
48;1;"BPV2";"2scal";0.74
48;1;"BPV2";"pfirst";0.75
48;1;"BPV2";"rnonc";0.63
48;1;"BPV2";"sev";0.73
48;1;"BPV2";"vfirst";0.69
48;1;"BPV2";"wta";0.65
48;1;"BVP1";"2scal";0.8
48;1;"BVP1";"pfirst";0.57
48;1;"BVP1";"rnonc";0.59
48;1;"BVP1";"sev";0.72
48;1;"BVP1";"vfirst";0.92
48;1;"BVP1";"wta";0.79
48;1;"BVP2";"2scal";0.78
48;1;"BVP2";"pfirst";0.7
48;1;"BVP2";"rnonc";0.67
48;1;"BVP2";"sev";0.76
48;1;"BVP2";"vfirst";0.91
48;1;"BVP2";"wta";0.76
48;1;"C";"2scal";0.88
48;1;"C";"pfirst";0.79
48;1;"C";"rnonc";0.74
48;1;"C";"sev";0.83
48;1;"C";"vfirst";0.93
48;1;"C";"wta";0.86
48;1;"I";"2scal";0.57
48;1;"I";"pfirst";0.39
48;1;"I";"rnonc";0.54
48;1;"I";"sev";0.64
48;1;"I";"vfirst";0.83
48;1;"I";"wta";0.64
48;2;"BPV1";"2scal";0.8
48;2;"BPV1";"pfirst";0.85
48;2;"BPV1";"rnonc";0.67
48;2;"BPV1";"sev";0.76
48;2;"BPV1";"vfirst";0.67
48;2;"BPV1";"wta";0.82
48;2;"BPV2";"2scal";0.85
48;2;"BPV2";"pfirst";0.77
48;2;"BPV2";"rnonc";0.6
48;2;"BPV2";"sev";0.76
48;2;"BPV2";"vfirst";0.74
48;2;"BPV2";"wta";0.8
48;2;"BVP1";"2scal";0.8
48;2;"BVP1";"pfirst";0.61
48;2;"BVP1";"rnonc";0.61
48;2;"BVP1";"sev";0.69
48;2;"BVP1";"vfirst";0.92
48;2;"BVP1";"wta";0.79
48;2;"BVP2";"2scal";0.76
48;2;"BVP2";"pfirst";0.61
48;2;"BVP2";"rnonc";0.62
48;2;"BVP2";"sev";0.82
48;2;"BVP2";"vfirst";0.94
48;2;"BVP2";"wta";0.79
48;2;"C";"2scal";0.85
48;2;"C";"pfirst";0.92
48;2;"C";"rnonc";0.75
48;2;"C";"sev";0.82
48;2;"C";"vfirst";0.99
48;2;"C";"wta";0.9
48;2;"I";"2scal";0.58
48;2;"I";"pfirst";0.31
48;2;"I";"rnonc";0.53
48;2;"I";"sev";0.43
48;2;"I";"vfirst";0.84
48;2;"I";"wta";0.51
48;3;"PV1";"2scal";0.67
48;3;"PV1";"pfirst";0.71
48;3;"PV1";"rnonc";0.63
48;3;"PV1";"sev";0.74
48;3;"PV1";"vfirst";0.77
48;3;"PV1";"wta";0.69
48;3;"PV2";"2scal";0.76
48;3;"PV2";"pfirst";0.62
48;3;"PV2";"rnonc";0.59
48;3;"PV2";"sev";0.75
48;3;"PV2";"vfirst";0.77
48;3;"PV2";"wta";0.74
48;3;"PV3";"2scal";0.76
48;3;"PV3";"pfirst";0.67
48;3;"PV3";"rnonc";0.6
48;3;"PV3";"sev";0.75
48;3;"PV3";"vfirst";0.71
48;3;"PV3";"wta";0.73
48;3;"PV4";"2scal";0.66
48;3;"PV4";"pfirst";0.66
48;3;"PV4";"rnonc";0.61
48;3;"PV4";"sev";0.69
48;3;"PV4";"vfirst";0.6
48;3;"PV4";"wta";0.66
48;3;"VP1";"2scal";0.72
48;3;"VP1";"pfirst";0.56
48;3;"VP1";"rnonc";0.7
48;3;"VP1";"sev";0.66
48;3;"VP1";"vfirst";0.75
48;3;"VP1";"wta";0.75
48;3;"VP2";"2scal";0.75
48;3;"VP2";"pfirst";0.55
48;3;"VP2";"rnonc";0.65
48;3;"VP2";"sev";0.75
48;3;"VP2";"vfirst";0.82
48;3;"VP2";"wta";0.74
48;3;"VP3";"2scal";0.67
48;3;"VP3";"pfirst";0.58
48;3;"VP3";"rnonc";0.63
48;3;"VP3";"sev";0.66
48;3;"VP3";"vfirst";0.73
48;3;"VP3";"wta";0.69
48;3;"VP4";"2scal";0.69
48;3;"VP4";"pfirst";0.61
48;3;"VP4";"rnonc";0.55
48;3;"VP4";"sev";0.72
48;3;"VP4";"vfirst";0.8
48;3;"VP4";"wta";0.76
49;1;"BPV1";"2scal";0.7
49;1;"BPV1";"pfirst";0.7
49;1;"BPV1";"rnonc";0.58
49;1;"BPV1";"sev";0.65
49;1;"BPV1";"vfirst";0.73
49;1;"BPV1";"wta";0.73
49;1;"BPV2";"2scal";0.72
49;1;"BPV2";"pfirst";0.68
49;1;"BPV2";"rnonc";0.65
49;1;"BPV2";"sev";0.73
49;1;"BPV2";"vfirst";0.81
49;1;"BPV2";"wta";0.67
49;1;"BVP1";"2scal";0.76
49;1;"BVP1";"pfirst";0.59
49;1;"BVP1";"rnonc";0.58
49;1;"BVP1";"sev";0.77
49;1;"BVP1";"vfirst";0.94
49;1;"BVP1";"wta";0.85
49;1;"BVP2";"2scal";0.77
49;1;"BVP2";"pfirst";0.6
49;1;"BVP2";"rnonc";0.62
49;1;"BVP2";"sev";0.74
49;1;"BVP2";"vfirst";0.94
49;1;"BVP2";"wta";0.76
49;1;"C";"2scal";0.88
49;1;"C";"pfirst";0.82
49;1;"C";"rnonc";0.72
49;1;"C";"sev";0.84
49;1;"C";"vfirst";0.95
49;1;"C";"wta";0.83
49;1;"I";"2scal";0.69
49;1;"I";"pfirst";0.34
49;1;"I";"rnonc";0.41
49;1;"I";"sev";0.74
49;1;"I";"vfirst";0.89
49;1;"I";"wta";0.69
49;2;"BPV1";"2scal";0.8
49;2;"BPV1";"pfirst";0.79
49;2;"BPV1";"rnonc";0.64
49;2;"BPV1";"sev";0.71
49;2;"BPV1";"vfirst";0.89
49;2;"BPV1";"wta";0.78
49;2;"BPV2";"2scal";0.81
49;2;"BPV2";"pfirst";0.77
49;2;"BPV2";"rnonc";0.62
49;2;"BPV2";"sev";0.82
49;2;"BPV2";"vfirst";0.8
49;2;"BPV2";"wta";0.77
49;2;"BVP1";"2scal";0.8
49;2;"BVP1";"pfirst";0.58
49;2;"BVP1";"rnonc";0.59
49;2;"BVP1";"sev";0.74
49;2;"BVP1";"vfirst";0.88
49;2;"BVP1";"wta";0.77
49;2;"BVP2";"2scal";0.85
49;2;"BVP2";"pfirst";0.62
49;2;"BVP2";"rnonc";0.65
49;2;"BVP2";"sev";0.83
49;2;"BVP2";"vfirst";0.94
49;2;"BVP2";"wta";0.81
49;2;"C";"2scal";0.88
49;2;"C";"pfirst";0.91
49;2;"C";"rnonc";0.71
49;2;"C";"sev";0.82
49;2;"C";"vfirst";0.97
49;2;"C";"wta";0.9
49;2;"I";"2scal";0.52
49;2;"I";"pfirst";0.21
49;2;"I";"rnonc";0.48
49;2;"I";"sev";0.5
49;2;"I";"vfirst";0.89
49;2;"I";"wta";0.59
49;3;"PV1";"2scal";0.74
49;3;"PV1";"pfirst";0.67
49;3;"PV1";"rnonc";0.64
49;3;"PV1";"sev";0.75
49;3;"PV1";"vfirst";0.59
49;3;"PV1";"wta";0.79
49;3;"PV2";"2scal";0.72
49;3;"PV2";"pfirst";0.61
49;3;"PV2";"rnonc";0.61
49;3;"PV2";"sev";0.65
49;3;"PV2";"vfirst";0.66
49;3;"PV2";"wta";0.65
49;3;"PV3";"2scal";0.69
49;3;"PV3";"pfirst";0.68
49;3;"PV3";"rnonc";0.6
49;3;"PV3";"sev";0.76
49;3;"PV3";"vfirst";0.7
49;3;"PV3";"wta";0.76
49;3;"PV4";"2scal";0.77
49;3;"PV4";"pfirst";0.71
49;3;"PV4";"rnonc";0.63
49;3;"PV4";"sev";0.61
49;3;"PV4";"vfirst";0.74
49;3;"PV4";"wta";0.69
49;3;"VP1";"2scal";0.7
49;3;"VP1";"pfirst";0.57
49;3;"VP1";"rnonc";0.62
49;3;"VP1";"sev";0.76
49;3;"VP1";"vfirst";0.8
49;3;"VP1";"wta";0.69
49;3;"VP2";"2scal";0.75
49;3;"VP2";"pfirst";0.58
49;3;"VP2";"rnonc";0.63
49;3;"VP2";"sev";0.73
49;3;"VP2";"vfirst";0.77
49;3;"VP2";"wta";0.64
49;3;"VP3";"2scal";0.63
49;3;"VP3";"pfirst";0.59
49;3;"VP3";"rnonc";0.69
49;3;"VP3";"sev";0.69
49;3;"VP3";"vfirst";0.78
49;3;"VP3";"wta";0.7
49;3;"VP4";"2scal";0.71
49;3;"VP4";"pfirst";0.61
49;3;"VP4";"rnonc";0.61
49;3;"VP4";"sev";0.8
49;3;"VP4";"vfirst";0.72
49;3;"VP4";"wta";0.66
50;1;"BPV1";"2scal";0.72
50;1;"BPV1";"pfirst";0.64
50;1;"BPV1";"rnonc";0.59
50;1;"BPV1";"sev";0.61
50;1;"BPV1";"vfirst";0.67
50;1;"BPV1";"wta";0.66
50;1;"BPV2";"2scal";0.58
50;1;"BPV2";"pfirst";0.77
50;1;"BPV2";"rnonc";0.63
50;1;"BPV2";"sev";0.73
50;1;"BPV2";"vfirst";0.66
50;1;"BPV2";"wta";0.77
50;1;"BVP1";"2scal";0.79
50;1;"BVP1";"pfirst";0.58
50;1;"BVP1";"rnonc";0.68
50;1;"BVP1";"sev";0.71
50;1;"BVP1";"vfirst";0.91
50;1;"BVP1";"wta";0.79
50;1;"BVP2";"2scal";0.69
50;1;"BVP2";"pfirst";0.64
50;1;"BVP2";"rnonc";0.7
50;1;"BVP2";"sev";0.79
50;1;"BVP2";"vfirst";0.89
50;1;"BVP2";"wta";0.78
50;1;"C";"2scal";0.89
50;1;"C";"pfirst";0.75
50;1;"C";"rnonc";0.71
50;1;"C";"sev";0.76
50;1;"C";"vfirst";0.98
50;1;"C";"wta";0.91
50;1;"I";"2scal";0.62
50;1;"I";"pfirst";0.36
50;1;"I";"rnonc";0.49
50;1;"I";"sev";0.69
50;1;"I";"vfirst";0.89
50;1;"I";"wta";0.67
50;2;"BPV1";"2scal";0.77
50;2;"BPV1";"pfirst";0.81
50;2;"BPV1";"rnonc";0.62
50;2;"BPV1";"sev";0.81
50;2;"BPV1";"vfirst";0.81
50;2;"BPV1";"wta";0.74
50;2;"BPV2";"2scal";0.82
50;2;"BPV2";"pfirst";0.79
50;2;"BPV2";"rnonc";0.65
50;2;"BPV2";"sev";0.75
50;2;"BPV2";"vfirst";0.8
50;2;"BPV2";"wta";0.77
50;2;"BVP1";"2scal";0.81
50;2;"BVP1";"pfirst";0.66
50;2;"BVP1";"rnonc";0.61
50;2;"BVP1";"sev";0.84
50;2;"BVP1";"vfirst";0.91
50;2;"BVP1";"wta";0.79
50;2;"BVP2";"2scal";0.82
50;2;"BVP2";"pfirst";0.67
50;2;"BVP2";"rnonc";0.69
50;2;"BVP2";"sev";0.74
50;2;"BVP2";"vfirst";0.93
50;2;"BVP2";"wta";0.77
50;2;"C";"2scal";0.86
50;2;"C";"pfirst";0.9
50;2;"C";"rnonc";0.74
50;2;"C";"sev";0.85
50;2;"C";"vfirst";0.96
50;2;"C";"wta";0.93
50;2;"I";"2scal";0.57
50;2;"I";"pfirst";0.12
50;2;"I";"rnonc";0.51
50;2;"I";"sev";0.56
50;2;"I";"vfirst";0.84
50;2;"I";"wta";0.61
50;3;"PV1";"2scal";0.69
50;3;"PV1";"pfirst";0.73
50;3;"PV1";"rnonc";0.64
50;3;"PV1";"sev";0.66
50;3;"PV1";"vfirst";0.72
50;3;"PV1";"wta";0.72
50;3;"PV2";"2scal";0.69
50;3;"PV2";"pfirst";0.73
50;3;"PV2";"rnonc";0.62
50;3;"PV2";"sev";0.74
50;3;"PV2";"vfirst";0.64
50;3;"PV2";"wta";0.72
50;3;"PV3";"2scal";0.64
50;3;"PV3";"pfirst";0.69
50;3;"PV3";"rnonc";0.59
50;3;"PV3";"sev";0.72
50;3;"PV3";"vfirst";0.61
50;3;"PV3";"wta";0.7
50;3;"PV4";"2scal";0.69
50;3;"PV4";"pfirst";0.69
50;3;"PV4";"rnonc";0.69
50;3;"PV4";"sev";0.76
50;3;"PV4";"vfirst";0.7
50;3;"PV4";"wta";0.69
50;3;"VP1";"2scal";0.66
50;3;"VP1";"pfirst";0.66
50;3;"VP1";"rnonc";0.62
50;3;"VP1";"sev";0.72
50;3;"VP1";"vfirst";0.75
50;3;"VP1";"wta";0.73
50;3;"VP2";"2scal";0.81
50;3;"VP2";"pfirst";0.6
50;3;"VP2";"rnonc";0.67
50;3;"VP2";"sev";0.67
50;3;"VP2";"vfirst";0.8
50;3;"VP2";"wta";0.65
50;3;"VP3";"2scal";0.74
50;3;"VP3";"pfirst";0.51
50;3;"VP3";"rnonc";0.51
50;3;"VP3";"sev";0.72
50;3;"VP3";"vfirst";0.8
50;3;"VP3";"wta";0.68
50;3;"VP4";"2scal";0.71
50;3;"VP4";"pfirst";0.56
50;3;"VP4";"rnonc";0.55
50;3;"VP4";"sev";0.8
50;3;"VP4";"vfirst";0.76
50;3;"VP4";"wta";0.79
51;1;"BPV1";"2scal";0.69
51;1;"BPV1";"pfirst";0.65
51;1;"BPV1";"rnonc";0.63
51;1;"BPV1";"sev";0.76
51;1;"BPV1";"vfirst";0.7
51;1;"BPV1";"wta";0.69
51;1;"BPV2";"2scal";0.7
51;1;"BPV2";"pfirst";0.73
51;1;"BPV2";"rnonc";0.58
51;1;"BPV2";"sev";0.75
51;1;"BPV2";"vfirst";0.68
51;1;"BPV2";"wta";0.65
51;1;"BVP1";"2scal";0.81
51;1;"BVP1";"pfirst";0.61
51;1;"BVP1";"rnonc";0.62
51;1;"BVP1";"sev";0.87
51;1;"BVP1";"vfirst";0.93
51;1;"BVP1";"wta";0.82
51;1;"BVP2";"2scal";0.75
51;1;"BVP2";"pfirst";0.64
51;1;"BVP2";"rnonc";0.69
51;1;"BVP2";"sev";0.77
51;1;"BVP2";"vfirst";0.87
51;1;"BVP2";"wta";0.77
51;1;"C";"2scal";0.79
51;1;"C";"pfirst";0.8
51;1;"C";"rnonc";0.71
51;1;"C";"sev";0.8
51;1;"C";"vfirst";0.99
51;1;"C";"wta";0.91
51;1;"I";"2scal";0.61
51;1;"I";"pfirst";0.47
51;1;"I";"rnonc";0.5
51;1;"I";"sev";0.62
51;1;"I";"vfirst";0.87
51;1;"I";"wta";0.66
51;2;"BPV1";"2scal";0.8
51;2;"BPV1";"pfirst";0.86
51;2;"BPV1";"rnonc";0.53
51;2;"BPV1";"sev";0.75
51;2;"BPV1";"vfirst";0.82
51;2;"BPV1";"wta";0.81
51;2;"BPV2";"2scal";0.8
51;2;"BPV2";"pfirst";0.78
51;2;"BPV2";"rnonc";0.6
51;2;"BPV2";"sev";0.66
51;2;"BPV2";"vfirst";0.79
51;2;"BPV2";"wta";0.81
51;2;"BVP1";"2scal";0.8
51;2;"BVP1";"pfirst";0.63
51;2;"BVP1";"rnonc";0.6
51;2;"BVP1";"sev";0.81
51;2;"BVP1";"vfirst";0.86
51;2;"BVP1";"wta";0.8
51;2;"BVP2";"2scal";0.86
51;2;"BVP2";"pfirst";0.62
51;2;"BVP2";"rnonc";0.71
51;2;"BVP2";"sev";0.74
51;2;"BVP2";"vfirst";0.94
51;2;"BVP2";"wta";0.75
51;2;"C";"2scal";0.9
51;2;"C";"pfirst";0.88
51;2;"C";"rnonc";0.74
51;2;"C";"sev";0.83
51;2;"C";"vfirst";0.97
51;2;"C";"wta";0.91
51;2;"I";"2scal";0.55
51;2;"I";"pfirst";0.24
51;2;"I";"rnonc";0.45
51;2;"I";"sev";0.49
51;2;"I";"vfirst";0.83
51;2;"I";"wta";0.52
51;3;"PV1";"2scal";0.59
51;3;"PV1";"pfirst";0.75
51;3;"PV1";"rnonc";0.61
51;3;"PV1";"sev";0.76
51;3;"PV1";"vfirst";0.69
51;3;"PV1";"wta";0.7
51;3;"PV2";"2scal";0.68
51;3;"PV2";"pfirst";0.69
51;3;"PV2";"rnonc";0.66
51;3;"PV2";"sev";0.68
51;3;"PV2";"vfirst";0.68
51;3;"PV2";"wta";0.67
51;3;"PV3";"2scal";0.69
51;3;"PV3";"pfirst";0.74
51;3;"PV3";"rnonc";0.75
51;3;"PV3";"sev";0.79
51;3;"PV3";"vfirst";0.77
51;3;"PV3";"wta";0.75
51;3;"PV4";"2scal";0.65
51;3;"PV4";"pfirst";0.65
51;3;"PV4";"rnonc";0.59
51;3;"PV4";"sev";0.62
51;3;"PV4";"vfirst";0.66
51;3;"PV4";"wta";0.76
51;3;"VP1";"2scal";0.68
51;3;"VP1";"pfirst";0.59
51;3;"VP1";"rnonc";0.62
51;3;"VP1";"sev";0.65
51;3;"VP1";"vfirst";0.67
51;3;"VP1";"wta";0.69
51;3;"VP2";"2scal";0.69
51;3;"VP2";"pfirst";0.56
51;3;"VP2";"rnonc";0.67
51;3;"VP2";"sev";0.69
51;3;"VP2";"vfirst";0.7
51;3;"VP2";"wta";0.64
51;3;"VP3";"2scal";0.69
51;3;"VP3";"pfirst";0.6
51;3;"VP3";"rnonc";0.67
51;3;"VP3";"sev";0.75
51;3;"VP3";"vfirst";0.82
51;3;"VP3";"wta";0.72
51;3;"VP4";"2scal";0.71
51;3;"VP4";"pfirst";0.58
51;3;"VP4";"rnonc";0.65
51;3;"VP4";"sev";0.76
51;3;"VP4";"vfirst";0.79
51;3;"VP4";"wta";0.65
52;1;"BPV1";"2scal";0.71
52;1;"BPV1";"pfirst";0.63
52;1;"BPV1";"rnonc";0.72
52;1;"BPV1";"sev";0.7
52;1;"BPV1";"vfirst";0.63
52;1;"BPV1";"wta";0.73
52;1;"BPV2";"2scal";0.68
52;1;"BPV2";"pfirst";0.69
52;1;"BPV2";"rnonc";0.52
52;1;"BPV2";"sev";0.72
52;1;"BPV2";"vfirst";0.72
52;1;"BPV2";"wta";0.73
52;1;"BVP1";"2scal";0.79
52;1;"BVP1";"pfirst";0.67
52;1;"BVP1";"rnonc";0.58
52;1;"BVP1";"sev";0.76
52;1;"BVP1";"vfirst";0.84
52;1;"BVP1";"wta";0.81
52;1;"BVP2";"2scal";0.75
52;1;"BVP2";"pfirst";0.75
52;1;"BVP2";"rnonc";0.61
52;1;"BVP2";"sev";0.76
52;1;"BVP2";"vfirst";0.91
52;1;"BVP2";"wta";0.79
52;1;"C";"2scal";0.79
