"pset";"nrep";"Choice_type";"cond";"experiment";"performance"
4;64;7;"BVP2";1;0.811111111111111
4;65;7;"BVP2";1;0.9
4;66;7;"BVP2";1;0.877777777777778
4;67;7;"BVP2";1;0.922222222222222
4;68;7;"BVP2";1;0.888888888888889
4;69;7;"BVP2";1;0.911111111111111
4;70;7;"BVP2";1;0.888888888888889
4;71;7;"BVP2";1;0.811111111111111
4;72;7;"BVP2";1;0.822222222222222
4;73;7;"BVP2";1;0.877777777777778
4;74;7;"BVP2";1;0.888888888888889
4;75;7;"BVP2";1;0.922222222222222
4;76;7;"BVP2";1;0.877777777777778
4;77;7;"BVP2";1;0.922222222222222
4;78;7;"BVP2";1;0.888888888888889
4;79;7;"BVP2";1;0.844444444444444
4;80;7;"BVP2";1;0.822222222222222
4;81;7;"BVP2";1;0.877777777777778
4;82;7;"BVP2";1;0.9
4;83;7;"BVP2";1;0.888888888888889
4;84;7;"BVP2";1;0.866666666666667
4;85;7;"BVP2";1;0.922222222222222
4;86;7;"BVP2";1;0.966666666666667
4;87;7;"BVP2";1;0.911111111111111
4;88;7;"BVP2";1;0.855555555555556
4;89;7;"BVP2";1;0.877777777777778
4;90;7;"BVP2";1;0.855555555555556
4;91;7;"BVP2";1;0.855555555555556
4;92;7;"BVP2";1;0.844444444444444
4;93;7;"BVP2";1;0.933333333333333
4;94;7;"BVP2";1;0.811111111111111
4;95;7;"BVP2";1;0.844444444444444
4;96;7;"BVP2";1;0.911111111111111
4;97;7;"BVP2";1;0.866666666666667
4;98;7;"BVP2";1;0.9
4;99;7;"BVP2";1;0.877777777777778
4;100;7;"BVP2";1;0.922222222222222
5;1;7;"C";1;0.955555555555556
5;2;7;"C";1;0.877777777777778
5;3;7;"C";1;0.933333333333333
5;4;7;"C";1;0.911111111111111
5;5;7;"C";1;0.911111111111111
5;6;7;"C";1;0.911111111111111
5;7;7;"C";1;0.855555555555556
5;8;7;"C";1;1
5;9;7;"C";1;0.922222222222222
5;10;7;"C";1;0.911111111111111
5;11;7;"C";1;0.9
5;12;7;"C";1;0.933333333333333
5;13;7;"C";1;0.922222222222222
5;14;7;"C";1;0.922222222222222
5;15;7;"C";1;0.944444444444444
5;16;7;"C";1;0.944444444444444
5;17;7;"C";1;0.866666666666667
5;18;7;"C";1;0.9
5;19;7;"C";1;0.922222222222222
5;20;7;"C";1;0.9
5;21;7;"C";1;0.944444444444444
5;22;7;"C";1;0.877777777777778
5;23;7;"C";1;0.911111111111111
5;24;7;"C";1;0.922222222222222
5;25;7;"C";1;0.922222222222222
5;26;7;"C";1;0.866666666666667
5;27;7;"C";1;0.888888888888889
5;28;7;"C";1;0.9
5;29;7;"C";1;0.944444444444444
5;30;7;"C";1;0.0555555555555556
5;31;7;"C";1;0.933333333333333
5;32;7;"C";1;0.922222222222222
5;33;7;"C";1;0.888888888888889
5;34;7;"C";1;0.922222222222222
5;35;7;"C";1;0.877777777777778
5;36;7;"C";1;0.877777777777778
5;37;7;"C";1;0.877777777777778
5;38;7;"C";1;0.955555555555556
5;39;7;"C";1;0.933333333333333
5;40;7;"C";1;0.933333333333333
5;41;7;"C";1;0.922222222222222
5;42;7;"C";1;0.888888888888889
5;43;7;"C";1;0.888888888888889
5;44;7;"C";1;0.922222222222222
5;45;7;"C";1;0.955555555555556
5;46;7;"C";1;0.955555555555556
5;47;7;"C";1;0.9
5;48;7;"C";1;0.922222222222222
5;49;7;"C";1;0.888888888888889
5;50;7;"C";1;0.888888888888889
5;51;7;"C";1;0.877777777777778
5;52;7;"C";1;0.955555555555556
5;53;7;"C";1;0.922222222222222
5;54;7;"C";1;0.911111111111111
5;55;7;"C";1;0.877777777777778
5;56;7;"C";1;0.9
5;57;7;"C";1;0.866666666666667
5;58;7;"C";1;0.888888888888889
5;59;7;"C";1;0.955555555555556
5;60;7;"C";1;0.922222222222222
5;61;7;"C";1;0.944444444444444
5;62;7;"C";1;0.877777777777778
5;63;7;"C";1;0.933333333333333
5;64;7;"C";1;0.944444444444444
5;65;7;"C";1;0.911111111111111
5;66;7;"C";1;0.955555555555556
5;67;7;"C";1;0.855555555555556
5;68;7;"C";1;0.866666666666667
5;69;7;"C";1;0.888888888888889
5;70;7;"C";1;0.911111111111111
5;71;7;"C";1;0.911111111111111
5;72;7;"C";1;0.955555555555556
5;73;7;"C";1;0.9
5;74;7;"C";1;0.855555555555556
5;75;7;"C";1;0.955555555555556
5;76;7;"C";1;0.944444444444444
5;77;7;"C";1;0.888888888888889
5;78;7;"C";1;0.955555555555556
5;79;7;"C";1;0.911111111111111
5;80;7;"C";1;0.933333333333333
5;81;7;"C";1;0.911111111111111
5;82;7;"C";1;0.933333333333333
5;83;7;"C";1;0.866666666666667
5;84;7;"C";1;0.933333333333333
5;85;7;"C";1;0.966666666666667
5;86;7;"C";1;0.888888888888889
5;87;7;"C";1;0.877777777777778
5;88;7;"C";1;0.888888888888889
5;89;7;"C";1;0.922222222222222
5;90;7;"C";1;0.933333333333333
5;91;7;"C";1;0.966666666666667
5;92;7;"C";1;0.933333333333333
5;93;7;"C";1;0.877777777777778
5;94;7;"C";1;0.922222222222222
5;95;7;"C";1;0.922222222222222
5;96;7;"C";1;0.9
5;97;7;"C";1;0.955555555555556
5;98;7;"C";1;0.833333333333333
5;99;7;"C";1;0.933333333333333
5;100;7;"C";1;0.977777777777778
6;1;7;"I";1;0.711111111111111
6;2;7;"I";1;0.755555555555556
6;3;7;"I";1;0.7
6;4;7;"I";1;0.333333333333333
6;5;7;"I";1;0.877777777777778
6;6;7;"I";1;0.622222222222222
6;7;7;"I";1;0.477777777777778
6;8;7;"I";1;0.511111111111111
6;9;7;"I";1;0.344444444444444
6;10;7;"I";1;0.844444444444444
6;11;7;"I";1;0.0888888888888889
6;12;7;"I";1;0.822222222222222
6;13;7;"I";1;0.677777777777778
6;14;7;"I";1;0.577777777777778
6;15;7;"I";1;0.788888888888889
6;16;7;"I";1;0.788888888888889
6;17;7;"I";1;0.644444444444444
6;18;7;"I";1;0.444444444444444
6;19;7;"I";1;0.888888888888889
6;20;7;"I";1;0.355555555555556
6;21;7;"I";1;0.7
6;22;7;"I";1;0.766666666666667
6;23;7;"I";1;0.711111111111111
6;24;7;"I";1;0.766666666666667
6;25;7;"I";1;0.644444444444444
6;26;7;"I";1;0.8
6;27;7;"I";1;0.788888888888889
6;28;7;"I";1;0.733333333333333
6;29;7;"I";1;0.711111111111111
6;30;7;"I";1;0.655555555555556
6;31;7;"I";1;0.155555555555556
6;32;7;"I";1;0.588888888888889
6;33;7;"I";1;0.166666666666667
6;34;7;"I";1;0.444444444444444
6;35;7;"I";1;0.622222222222222
6;36;7;"I";1;0.788888888888889
6;37;7;"I";1;0
6;38;7;"I";1;0.0444444444444444
6;39;7;"I";1;0.655555555555556
6;40;7;"I";1;0.622222222222222
6;41;7;"I";1;0.744444444444444
6;42;7;"I";1;0.566666666666667
6;43;7;"I";1;0.411111111111111
6;44;7;"I";1;0.277777777777778
6;45;7;"I";1;0.822222222222222
6;46;7;"I";1;0.844444444444444
6;47;7;"I";1;0.188888888888889
6;48;7;"I";1;0.0222222222222222
6;49;7;"I";1;0.511111111111111
6;50;7;"I";1;0.766666666666667
6;51;7;"I";1;0.322222222222222
6;52;7;"I";1;0.177777777777778
6;53;7;"I";1;0.755555555555556
6;54;7;"I";1;0.833333333333333
6;55;7;"I";1;0.588888888888889
6;56;7;"I";1;0.333333333333333
6;57;7;"I";1;0.844444444444444
6;58;7;"I";1;0.0444444444444444
6;59;7;"I";1;0.311111111111111
6;60;7;"I";1;0.466666666666667
6;61;7;"I";1;0.822222222222222
6;62;7;"I";1;0.677777777777778
6;63;7;"I";1;0.633333333333333
6;64;7;"I";1;0.7
6;65;7;"I";1;0.688888888888889
6;66;7;"I";1;0.155555555555556
6;67;7;"I";1;0.711111111111111
6;68;7;"I";1;0.511111111111111
6;69;7;"I";1;0.577777777777778
6;70;7;"I";1;0.688888888888889
6;71;7;"I";1;0.544444444444444
6;72;7;"I";1;0.833333333333333
6;73;7;"I";1;0.677777777777778
6;74;7;"I";1;0.744444444444444
6;75;7;"I";1;0.244444444444444
6;76;7;"I";1;0.8
6;77;7;"I";1;0.922222222222222
6;78;7;"I";1;0.0666666666666667
6;79;7;"I";1;0.666666666666667
6;80;7;"I";1;0.766666666666667
6;81;7;"I";1;0.511111111111111
6;82;7;"I";1;0.855555555555556
6;83;7;"I";1;0.655555555555556
6;84;7;"I";1;0.377777777777778
6;85;7;"I";1;0.0111111111111111
6;86;7;"I";1;0.766666666666667
6;87;7;"I";1;0.688888888888889
6;88;7;"I";1;0.311111111111111
6;89;7;"I";1;0.544444444444444
6;90;7;"I";1;0.833333333333333
6;91;7;"I";1;0.6
6;92;7;"I";1;0.177777777777778
6;93;7;"I";1;0.822222222222222
6;94;7;"I";1;0.4
6;95;7;"I";1;0.4
6;96;7;"I";1;0.7
6;97;7;"I";1;0.588888888888889
6;98;7;"I";1;0.822222222222222
6;99;7;"I";1;0.7
6;100;7;"I";1;0.711111111111111
7;1;7;"BPV1";2;0.888888888888889
7;2;7;"BPV1";2;0.944444444444444
7;3;7;"BPV1";2;0.866666666666667
7;4;7;"BPV1";2;0.833333333333333
7;5;7;"BPV1";2;0.8
7;6;7;"BPV1";2;0.888888888888889
7;7;7;"BPV1";2;0.877777777777778
7;8;7;"BPV1";2;0.9
7;9;7;"BPV1";2;0.911111111111111
7;10;7;"BPV1";2;0.844444444444444
7;11;7;"BPV1";2;0.9
7;12;7;"BPV1";2;0.955555555555556
7;13;7;"BPV1";2;0.944444444444444
7;14;7;"BPV1";2;0.888888888888889
7;15;7;"BPV1";2;0.911111111111111
7;16;7;"BPV1";2;0.866666666666667
7;17;7;"BPV1";2;0.866666666666667
7;18;7;"BPV1";2;0.911111111111111
7;19;7;"BPV1";2;0.866666666666667
7;20;7;"BPV1";2;0.911111111111111
7;21;7;"BPV1";2;0.911111111111111
7;22;7;"BPV1";2;0.944444444444444
7;23;7;"BPV1";2;0.922222222222222
7;24;7;"BPV1";2;0.866666666666667
7;25;7;"BPV1";2;0.833333333333333
7;26;7;"BPV1";2;0.888888888888889
7;27;7;"BPV1";2;0.855555555555556
7;28;7;"BPV1";2;0.933333333333333
7;29;7;"BPV1";2;0.866666666666667
7;30;7;"BPV1";2;0.866666666666667
7;31;7;"BPV1";2;0.933333333333333
7;32;7;"BPV1";2;0.877777777777778
7;33;7;"BPV1";2;0.922222222222222
7;34;7;"BPV1";2;0.911111111111111
7;35;7;"BPV1";2;0.9
7;36;7;"BPV1";2;0.855555555555556
7;37;7;"BPV1";2;0.911111111111111
7;38;7;"BPV1";2;0.911111111111111
7;39;7;"BPV1";2;0.933333333333333
7;40;7;"BPV1";2;0.877777777777778
7;41;7;"BPV1";2;0.944444444444444
7;42;7;"BPV1";2;0.777777777777778
7;43;7;"BPV1";2;0.955555555555556
7;44;7;"BPV1";2;0.933333333333333
7;45;7;"BPV1";2;0.877777777777778
7;46;7;"BPV1";2;0.888888888888889
7;47;7;"BPV1";2;0.822222222222222
7;48;7;"BPV1";2;0.888888888888889
7;49;7;"BPV1";2;0.922222222222222
7;50;7;"BPV1";2;0.888888888888889
7;51;7;"BPV1";2;0.944444444444444
7;52;7;"BPV1";2;0.866666666666667
7;53;7;"BPV1";2;0.888888888888889
7;54;7;"BPV1";2;0.955555555555556
7;55;7;"BPV1";2;0.922222222222222
7;56;7;"BPV1";2;0.933333333333333
7;57;7;"BPV1";2;0.833333333333333
7;58;7;"BPV1";2;0.855555555555556
7;59;7;"BPV1";2;0.877777777777778
7;60;7;"BPV1";2;0.933333333333333
7;61;7;"BPV1";2;0.944444444444444
7;62;7;"BPV1";2;0.811111111111111
7;63;7;"BPV1";2;0.955555555555556
7;64;7;"BPV1";2;0.822222222222222
7;65;7;"BPV1";2;0.922222222222222
7;66;7;"BPV1";2;0.955555555555556
7;67;7;"BPV1";2;0.877777777777778
7;68;7;"BPV1";2;0.733333333333333
7;69;7;"BPV1";2;0.944444444444444
7;70;7;"BPV1";2;0.911111111111111
