"pset";"nrep";"Choice_type";"cond_names";"performance"
3;16;1;"BPV1";0.788888888888889
3;17;1;"BPV1";0.788888888888889
3;18;1;"BPV1";0.822222222222222
3;19;1;"BPV1";0.677777777777778
3;20;1;"BPV1";0.744444444444444
3;21;1;"BPV1";0.744444444444444
3;22;1;"BPV1";0.8
3;23;1;"BPV1";0.811111111111111
3;24;1;"BPV1";0.833333333333333
3;25;1;"BPV1";0.855555555555556
3;26;1;"BPV1";0.811111111111111
3;27;1;"BPV1";0.9
3;28;1;"BPV1";0.766666666666667
3;29;1;"BPV1";0.911111111111111
3;30;1;"BPV1";0.7
3;31;1;"BPV1";0.888888888888889
3;32;1;"BPV1";0.6
3;33;1;"BPV1";0.788888888888889
3;34;1;"BPV1";0.544444444444444
3;35;1;"BPV1";0.611111111111111
3;36;1;"BPV1";0.733333333333333
3;37;1;"BPV1";0.566666666666667
3;38;1;"BPV1";0.788888888888889
3;39;1;"BPV1";0.744444444444445
3;40;1;"BPV1";0.822222222222222
3;41;1;"BPV1";0.733333333333333
3;42;1;"BPV1";0.688888888888889
3;43;1;"BPV1";0.766666666666667
3;44;1;"BPV1";0.8
3;45;1;"BPV1";0.744444444444444
3;46;1;"BPV1";0.9
3;47;1;"BPV1";0.877777777777778
3;48;1;"BPV1";0.822222222222222
3;49;1;"BPV1";0.677777777777778
3;50;1;"BPV1";0.755555555555556
3;51;1;"BPV1";0.888888888888889
3;52;1;"BPV1";0.722222222222222
3;53;1;"BPV1";0.8
3;54;1;"BPV1";0.788888888888889
3;55;1;"BPV1";0.644444444444444
3;56;1;"BPV1";0.644444444444444
3;57;1;"BPV1";0.733333333333333
3;58;1;"BPV1";0.8
3;59;1;"BPV1";0.588888888888889
3;60;1;"BPV1";0.844444444444445
3;61;1;"BPV1";0.822222222222222
3;62;1;"BPV1";0.677777777777778
3;63;1;"BPV1";0.688888888888889
3;64;1;"BPV1";0.788888888888889
3;65;1;"BPV1";0.9
3;66;1;"BPV1";0.777777777777778
3;67;1;"BPV1";0.8
3;68;1;"BPV1";0.711111111111111
3;69;1;"BPV1";0.822222222222222
3;70;1;"BPV1";0.722222222222222
3;71;1;"BPV1";0.666666666666667
3;72;1;"BPV1";0.811111111111111
3;73;1;"BPV1";0.9
3;74;1;"BPV1";0.777777777777778
3;75;1;"BPV1";0.7
3;76;1;"BPV1";0.722222222222222
3;77;1;"BPV1";0.9
3;78;1;"BPV1";0.766666666666667
3;79;1;"BPV1";0.866666666666667
3;80;1;"BPV1";0.844444444444445
3;81;1;"BPV1";0.744444444444445
3;82;1;"BPV1";0.822222222222222
3;83;1;"BPV1";0.511111111111111
3;84;1;"BPV1";0.944444444444444
3;85;1;"BPV1";0.766666666666667
3;86;1;"BPV1";0.711111111111111
3;87;1;"BPV1";0.744444444444444
3;88;1;"BPV1";0.822222222222222
3;89;1;"BPV1";0.811111111111111
3;90;1;"BPV1";0.622222222222222
3;91;1;"BPV1";0.611111111111111
3;92;1;"BPV1";0.877777777777778
3;93;1;"BPV1";0.877777777777778
3;94;1;"BPV1";0.8
3;95;1;"BPV1";0.833333333333333
3;96;1;"BPV1";0.866666666666667
3;97;1;"BPV1";0.844444444444444
3;98;1;"BPV1";0.877777777777778
3;99;1;"BPV1";0.822222222222222
3;100;1;"BPV1";0.666666666666667
4;1;1;"BPV2";0.811111111111111
4;2;1;"BPV2";0.711111111111111
4;3;1;"BPV2";0.666666666666667
4;4;1;"BPV2";0.6
4;5;1;"BPV2";0.633333333333333
4;6;1;"BPV2";0.677777777777778
4;7;1;"BPV2";0.755555555555556
4;8;1;"BPV2";0.744444444444444
4;9;1;"BPV2";0.788888888888889
4;10;1;"BPV2";0.7
4;11;1;"BPV2";0.877777777777778
4;12;1;"BPV2";0.855555555555555
4;13;1;"BPV2";0.622222222222222
4;14;1;"BPV2";0.955555555555556
4;15;1;"BPV2";0.844444444444444
4;16;1;"BPV2";0.866666666666667
4;17;1;"BPV2";0.8
4;18;1;"BPV2";0.833333333333333
4;19;1;"BPV2";0.8
4;20;1;"BPV2";0.788888888888889
4;21;1;"BPV2";0.844444444444445
4;22;1;"BPV2";0.855555555555556
4;23;1;"BPV2";0.744444444444445
4;24;1;"BPV2";0.677777777777778
4;25;1;"BPV2";0.9
4;26;1;"BPV2";0.722222222222222
4;27;1;"BPV2";0.888888888888889
4;28;1;"BPV2";0.822222222222222
4;29;1;"BPV2";0.822222222222222
4;30;1;"BPV2";0.888888888888889
4;31;1;"BPV2";0.711111111111111
4;32;1;"BPV2";0.644444444444445
4;33;1;"BPV2";0.688888888888889
4;34;1;"BPV2";0.766666666666667
4;35;1;"BPV2";0.722222222222222
4;36;1;"BPV2";0.733333333333333
4;37;1;"BPV2";0.633333333333333
4;38;1;"BPV2";0.688888888888889
4;39;1;"BPV2";0.888888888888889
4;40;1;"BPV2";0.888888888888889
4;41;1;"BPV2";0.777777777777778
4;42;1;"BPV2";0.855555555555556
4;43;1;"BPV2";0.877777777777778
4;44;1;"BPV2";0.844444444444445
4;45;1;"BPV2";0.744444444444444
4;46;1;"BPV2";0.833333333333333
4;47;1;"BPV2";0.811111111111111
4;48;1;"BPV2";0.733333333333333
4;49;1;"BPV2";0.766666666666667
4;50;1;"BPV2";0.833333333333333
4;51;1;"BPV2";0.922222222222222
4;52;1;"BPV2";0.877777777777778
4;53;1;"BPV2";0.644444444444444
4;54;1;"BPV2";0.788888888888889
4;55;1;"BPV2";0.8
4;56;1;"BPV2";0.766666666666667
4;57;1;"BPV2";0.877777777777778
4;58;1;"BPV2";0.966666666666667
4;59;1;"BPV2";0.733333333333333
4;60;1;"BPV2";0.711111111111111
4;61;1;"BPV2";0.633333333333333
4;62;1;"BPV2";0.744444444444444
4;63;1;"BPV2";0.822222222222222
4;64;1;"BPV2";0.7
4;65;1;"BPV2";0.766666666666667
4;66;1;"BPV2";0.733333333333333
4;67;1;"BPV2";0.688888888888889
4;68;1;"BPV2";0.744444444444444
4;69;1;"BPV2";0.777777777777778
4;70;1;"BPV2";0.744444444444444
4;71;1;"BPV2";0.788888888888889
4;72;1;"BPV2";0.744444444444444
4;73;1;"BPV2";0.744444444444444
4;74;1;"BPV2";0.666666666666667
4;75;1;"BPV2";0.744444444444444
4;76;1;"BPV2";0.666666666666667
4;77;1;"BPV2";0.677777777777778
4;78;1;"BPV2";0.766666666666667
4;79;1;"BPV2";0.911111111111111
4;80;1;"BPV2";0.766666666666667
4;81;1;"BPV2";0.933333333333333
4;82;1;"BPV2";0.844444444444444
4;83;1;"BPV2";0.788888888888889
4;84;1;"BPV2";0.866666666666667
4;85;1;"BPV2";0.8
4;86;1;"BPV2";0.855555555555555
4;87;1;"BPV2";0.811111111111111
4;88;1;"BPV2";0.722222222222222
4;89;1;"BPV2";0.533333333333333
4;90;1;"BPV2";0.922222222222222
4;91;1;"BPV2";0.888888888888889
4;92;1;"BPV2";0.733333333333333
4;93;1;"BPV2";0.711111111111111
4;94;1;"BPV2";0.8
4;95;1;"BPV2";0.688888888888889
4;96;1;"BPV2";0.666666666666667
4;97;1;"BPV2";0.677777777777778
4;98;1;"BPV2";0.766666666666667
4;99;1;"BPV2";0.733333333333333
4;100;1;"BPV2";0.644444444444444
5;1;1;"C";0.877777777777778
5;2;1;"C";0.877777777777778
5;3;1;"C";0.833333333333333
5;4;1;"C";0.8
5;5;1;"C";0.877777777777778
5;6;1;"C";0.877777777777778
5;7;1;"C";0.9
5;8;1;"C";0.777777777777778
5;9;1;"C";0.866666666666667
5;10;1;"C";0.833333333333333
5;11;1;"C";0.9111111
5;12;1;"C";0.866666666666667
5;13;1;"C";0.8777778
5;14;1;"C";0.811111133333333
5;15;1;"C";0.855555533333333
5;16;1;"C";0.833333333333333
5;17;1;"C";0.844444433333333
5;18;1;"C";0.8
5;19;1;"C";0.911111133333333
5;20;1;"C";0.8777778
5;21;1;"C";0.877777766666667
5;22;1;"C";0.922222233333333
5;23;1;"C";0.8888889
5;24;1;"C";0.9
5;25;1;"C";0.8777778
5;26;1;"C";0.877777766666667
5;27;1;"C";0.9111111
5;28;1;"C";0.855555533333333
5;29;1;"C";0.933333333333333
5;30;1;"C";0.844444433333333
5;31;1;"C";0.8777778
5;32;1;"C";0.855555533333333
5;33;1;"C";0.8666667
5;34;1;"C";0.8111111
5;35;1;"C";0.9111111
5;36;1;"C";0.9111111
5;37;1;"C";0.877777766666667
5;38;1;"C";0.877777766666667
5;39;1;"C";0.8888889
5;40;1;"C";0.866666666666667
5;41;1;"C";0.888888866666667
5;42;1;"C";0.855555566666667
5;43;1;"C";0.9111111
5;44;1;"C";0.933333333333333
5;45;1;"C";0.8888889
5;46;1;"C";0.8111111
5;47;1;"C";0.8888889
5;48;1;"C";0.933333333333333
5;49;1;"C";0.855555566666667
5;50;1;"C";0.844444466666667
5;51;1;"C";0.866666666666667
5;52;1;"C";0.922222233333333
5;53;1;"C";0.955555566666667
5;54;1;"C";0.9111111
5;55;1;"C";0.866666666666667
5;56;1;"C";0.8888889
5;57;1;"C";0.9
5;58;1;"C";0.899999966666667
5;59;1;"C";0.777777766666667
5;60;1;"C";0.855555566666667
5;61;1;"C";0.899999966666667
5;62;1;"C";0.800000033333333
5;63;1;"C";0.866666666666667
5;64;1;"C";0.855555566666667
5;65;1;"C";0.877777766666667
5;66;1;"C";0.9
5;67;1;"C";0.8
5;68;1;"C";0.9
5;69;1;"C";0.866666666666667
5;70;1;"C";0.9
5;71;1;"C";0.8111111
5;72;1;"C";0.8888889
5;73;1;"C";0.822222233333333
5;74;1;"C";0.888888866666667
5;75;1;"C";0.9111111
5;76;1;"C";0.822222233333333
5;77;1;"C";0.922222233333333
5;78;1;"C";0.855555533333333
5;79;1;"C";0.9
5;80;1;"C";0.8888889
5;81;1;"C";0.933333366666667
5;82;1;"C";0.944444466666667
5;83;1;"C";0.866666633333333
5;84;1;"C";0.8777778
5;85;1;"C";0.9111111
5;86;1;"C";0.877777766666667
5;87;1;"C";0.9111111
5;88;1;"C";0.866666666666667
5;89;1;"C";0.855555533333333
5;90;1;"C";0.911111133333333
5;91;1;"C";0.911111133333333
5;92;1;"C";0.866666666666667
5;93;1;"C";0.866666666666667
5;94;1;"C";0.9
5;95;1;"C";0.822222233333333
5;96;1;"C";0.888888866666667
5;97;1;"C";0.911111133333333
5;98;1;"C";0.7888889
5;99;1;"C";0.8777778
5;100;1;"C";0.866666633333333
6;1;1;"I";0.622222233333333
6;2;1;"I";0.7111111
6;3;1;"I";0.677777766666667
6;4;1;"I";0.644444466666667
6;5;1;"I";0.6
6;6;1;"I";0.622222233333333
6;7;1;"I";0.4777778
6;8;1;"I";0.155555533333333
6;9;1;"I";0.733333333333333
6;10;1;"I";0.666666666666667
6;11;1;"I";0.655555566666667
6;12;1;"I";0.555555533333333
6;13;1;"I";0.3
6;14;1;"I";0.799999966666667
6;15;1;"I";0.644444433333333
6;16;1;"I";0.611111133333333
6;17;1;"I";0.1111111
6;18;1;"I";0.655555566666667
6;19;1;"I";0.666666666666667
6;20;1;"I";0.7111111
6;21;1;"I";0.677777766666667
6;22;1;"I";0.4777778
6;23;1;"I";0.711111133333333
6;24;1;"I";0.666666666666667
6;25;1;"I";0.633333333333333
6;26;1;"I";0.6111111
6;27;1;"I";0.722222233333333
6;28;1;"I";0.1
6;29;1;"I";0.6888889
6;30;1;"I";0.566666666666667
6;31;1;"I";0.655555566666667
6;32;1;"I";0.744444433333333
6;33;1;"I";0.766666666666667
6;34;1;"I";0.588888866666667
6;35;1;"I";0.5
6;36;1;"I";0.622222233333333
6;37;1;"I";0.7777778
6;38;1;"I";0.766666666666667
6;39;1;"I";0.544444433333333
6;40;1;"I";0.6111111
6;41;1;"I";0.533333333333333
6;42;1;"I";0.722222233333333
6;43;1;"I";0.433333333333333
6;44;1;"I";0.5111111
6;45;1;"I";0.477777766666667
6;46;1;"I";0.522222233333333
6;47;1;"I";0.733333333333333
6;48;1;"I";0.7888889
6;49;1;"I";0.7888889
6;50;1;"I";0.666666633333333
6;51;1;"I";0.744444433333333
6;52;1;"I";0.1222222
6;53;1;"I";0.6111111
6;54;1;"I";0.511111133333333
6;55;1;"I";0.6
6;56;1;"I";0.722222233333333
6;57;1;"I";0.622222233333333
6;58;1;"I";0.488888866666667
6;59;1;"I";0.711111133333333
6;60;1;"I";0.0444444333333334
6;61;1;"I";0.711111133333333
6;62;1;"I";0.677777766666667
6;63;1;"I";0.588888866666667
6;64;1;"I";0.466666633333333
6;65;1;"I";0.777777766666667
6;66;1;"I";0.7111111
6;67;1;"I";0.6
6;68;1;"I";0.333333333333333
6;69;1;"I";0.78888891
6;70;1;"I";0.6111111
6;71;1;"I";0.655555566666667
6;72;1;"I";0.300000033333333
6;73;1;"I";0.766666666666667
6;74;1;"I";0.633333333333333
6;75;1;"I";0.766666666666667
6;76;1;"I";0.755555566666667
6;77;1;"I";0.855555533333333
6;78;1;"I";0.6888889
6;79;1;"I";0.733333333333333
6;80;1;"I";0.5777778
6;81;1;"I";0.455555566666667
6;82;1;"I";0.2111111
6;83;1;"I";0.644444433333333
6;84;1;"I";0.0333333333333333
6;85;1;"I";0.744444466666667
6;86;1;"I";0.700000033333333
6;87;1;"I";0.655555566666667
6;88;1;"I";0.666666666666667
6;89;1;"I";0.4777778
6;90;1;"I";0.477777766666667
6;91;1;"I";0.644444433333333
6;92;1;"I";0.555555566666667
6;93;1;"I";0.8
6;94;1;"I";0.733333333333333
6;95;1;"I";0.555555566666667
6;96;1;"I";0.7111111
6;97;1;"I";0.677777766666667
6;98;1;"I";0.555555566666667
6;99;1;"I";0.6111111
6;100;1;"I";0.688888866666667
7;1;2;"BVP1";0.788888866666667
7;2;2;"BVP1";0.777777766666667
7;3;2;"BVP1";0.02222222
7;4;2;"BVP1";0.6
7;5;2;"BVP1";0.677777766666667
7;6;2;"BVP1";0.644444433333333
7;7;2;"BVP1";0.0333333333333333
7;8;2;"BVP1";0.9
7;9;2;"BVP1";0.788888866666667
7;10;2;"BVP1";0.977777766666667
7;11;2;"BVP1";0.533333333333333
7;12;2;"BVP1";0.6333333
7;13;2;"BVP1";0.977777766666667
7;14;2;"BVP1";0.8111111
7;15;2;"BVP1";0.6
7;16;2;"BVP1";0.7888889
7;17;2;"BVP1";0.666666666666667
7;18;2;"BVP1";0.688888866666667
7;19;2;"BVP1";0.655555533333333
7;20;2;"BVP1";0.644444433333333
7;21;2;"BVP1";0.8
7;22;2;"BVP1";0.422222233333333
7;23;2;"BVP1";0.733333333333333
7;24;2;"BVP1";0.644444433333333
7;25;2;"BVP1";0.6111111
7;26;2;"BVP1";0.7777778
7;27;2;"BVP1";0.744444433333333
7;28;2;"BVP1";0.677777766666667
7;29;2;"BVP1";0.37777779
7;30;2;"BVP1";0.9
7;31;2;"BVP1";0.666666666666667
7;32;2;"BVP1";0.6888889
7;33;2;"BVP1";0.744444433333333
7;34;2;"BVP1";0.0666666666666667
7;35;2;"BVP1";0.833333333333333
7;36;2;"BVP1";0.666666666666667
7;37;2;"BVP1";0.644444433333333
7;38;2;"BVP1";0.966666666666667
7;39;2;"BVP1";0.766666666666667
7;40;2;"BVP1";0.8777778
7;41;2;"BVP1";0.966666666666667
7;42;2;"BVP1";0.4222222
7;43;2;"BVP1";0.666666666666667
7;44;2;"BVP1";0.777777766666667
7;45;2;"BVP1";0.566666633333333
7;46;2;"BVP1";0.5777778
7;47;2;"BVP1";0.644444433333333
7;48;2;"BVP1";0.822222233333333
7;49;2;"BVP1";0.8777778
7;50;2;"BVP1";0.766666666666667
7;51;2;"BVP1";0.611111133333333
7;52;2;"BVP1";0.844444433333333
7;53;2;"BVP1";0.8222222
7;54;2;"BVP1";0.866666666666667
7;55;2;"BVP1";0.644444433333333
7;56;2;"BVP1";0.566666666666667
7;57;2;"BVP1";0.7888889
7;58;2;"BVP1";0.01111111
7;59;2;"BVP1";0.644444433333333
7;60;2;"BVP1";0.0444444333333333
7;61;2;"BVP1";0.744444433333333
7;62;2;"BVP1";0.133333333333333
7;63;2;"BVP1";0.977777766666667
7;64;2;"BVP1";0.6666667
7;65;2;"BVP1";0.7111111
7;66;2;"BVP1";0.666666666666667
7;67;2;"BVP1";0.455555566666667
7;68;2;"BVP1";0.811111133333333
7;69;2;"BVP1";0.7888889
7;70;2;"BVP1";0.8777778
7;71;2;"BVP1";0.788888866666667
7;72;2;"BVP1";0.533333333333333
7;73;2;"BVP1";0.644444466666667
7;74;2;"BVP1";0.500000033333333
7;75;2;"BVP1";0.0333333333333333
7;76;2;"BVP1";0.8111111
7;77;2;"BVP1";0.755555566666667
7;78;2;"BVP1";0.566666666666667
7;79;2;"BVP1";0.0555555566666667
7;80;2;"BVP1";0.666666666666667
7;81;2;"BVP1";0.577777766666667
7;82;2;"BVP1";0.755555533333333
7;83;2;"BVP1";0.8111111
7;84;2;"BVP1";0.811111133333333
7;85;2;"BVP1";0
7;86;2;"BVP1";0.8222222
7;87;2;"BVP1";0.7222222
7;88;2;"BVP1";0.755555566666667
7;89;2;"BVP1";0.677777766666667
7;90;2;"BVP1";0.7111111
7;91;2;"BVP1";0.500000033333333
7;92;2;"BVP1";0.655555566666667
7;93;2;"BVP1";0.6888889
7;94;2;"BVP1";0.666666666666667
7;95;2;"BVP1";0.6
7;96;2;"BVP1";0.9
7;97;2;"BVP1";0.9111111
7;98;2;"BVP1";0.5111111
7;99;2;"BVP1";0.655555566666667
7;100;2;"BVP1";0.8
8;1;2;"BVP2";0.688888866666667
8;2;2;"BVP2";0.666666666666667
8;3;2;"BVP2";0.655555533333333
8;4;2;"BVP2";0.633333366666667
8;5;2;"BVP2";0.5888889
8;6;2;"BVP2";0.766666633333333
8;7;2;"BVP2";0.655555566666667
8;8;2;"BVP2";0.955555566666667
8;9;2;"BVP2";0.733333333333333
8;10;2;"BVP2";0.755555566666667
8;11;2;"BVP2";0.655555566666667
8;12;2;"BVP2";0.677777766666667
8;13;2;"BVP2";0.744444433333333
8;14;2;"BVP2";0.6777778
8;15;2;"BVP2";0.711111133333333
8;16;2;"BVP2";0.655555533333333
8;17;2;"BVP2";0.6222222
8;18;2;"BVP2";0.7222222
8;19;2;"BVP2";0.766666666666667
8;20;2;"BVP2";0.6
8;21;2;"BVP2";0.6777778
8;22;2;"BVP2";0.655555566666667
8;23;2;"BVP2";0.6888889
8;24;2;"BVP2";0.766666666666667
8;25;2;"BVP2";0.733333333333333
8;26;2;"BVP2";0.677777766666667
8;27;2;"BVP2";0.822222233333333
8;28;2;"BVP2";0.755555533333333
8;29;2;"BVP2";0.7888889
8;30;2;"BVP2";0.7111111
8;31;2;"BVP2";0.6666667
8;32;2;"BVP2";0.777777766666667
8;33;2;"BVP2";0.633333366666667
8;34;2;"BVP2";0.811111133333333
8;35;2;"BVP2";0.7
8;36;2;"BVP2";0.6333333
8;37;2;"BVP2";0.733333333333333
8;38;2;"BVP2";0.699999966666667
8;39;2;"BVP2";0.655555533333333
8;40;2;"BVP2";0.7333333
8;41;2;"BVP2";0.7111111
8;42;2;"BVP2";0.855555566666667
8;43;2;"BVP2";0.677777766666667
8;44;2;"BVP2";0.777777766666667
8;45;2;"BVP2";0.7111111
8;46;2;"BVP2";0.7222222
8;47;2;"BVP2";0.788888866666667
